company_name,industry,website,phone,address,city,country,postal_code,assigned_to,status
НПО «Самойлова-Афанасьева»,Education,npo.net,83999600658,"ул. Красногвардейская, д. 72 стр. 4/8",к. Суздаль,Бурунди,545034,7eb93bc0-540f-4502-8cdf-c8cbcaf60d2a,Lead
РАО «Воронцова-Семенов»,IT,farmperspektiva.net,8 (239) 444-6852,"бул. Седова, д. 4 к. 20",п. Агата,Монголия,613589,265eb487-f721-4114-a37d-1cf749bad922,Prospect
РАО «Сазонов-Морозов»,Healthcare,ao.com,8 (952) 714-43-27,"ш. Брянское, д. 6 стр. 7/7",г. Сасово,Литва,426034,eb334058-c206-4f11-9934-f5417a165cab,Customer
ИП «Игнатьева-Колобов»,IT,oao.edu,+7 425 691 8777,"ул. Станционная, д. 8/1 к. 835",к. Бирск,Бенин,510220,c6d77a53-d802-4fd4-85c9-f3a53039668a,Inactive
РАО «Кузнецова»,Manufacturing,ip.edu,8 (782) 254-69-22,"наб. Кольцова, д. 5/1 стр. 76",ст. Сеймчан,США,588272,a759d48a-5de9-4225-9f15-f1bc590ff650,Lead
"ООО «Герасимова, Юдина и Носова»",Retail,npo.edu,+7 (941) 443-98-43,"пр. Курганный, д. 3 стр. 9",д. Пышма,Вьетнам,757313,e75a7150-e512-4b31-9798-0c026fc0d87f,Customer
"ЗАО «Самсонова, Кулакова и Мамонтова»",Manufacturing,oao.net,8 371 635 02 26,"пер. Папанина, д. 1 стр. 1/4",ст. Яхрома,Грузия,963790,ee6a96c1-4431-4727-9434-89fe836ee7ed,Active
Веселова Инк,IT,npo.edu,+7 (456) 920-49-45,"наб. Сенная, д. 95",ст. Йошкар-Ола,Израиль,799310,47efe40f-cd5b-4f38-8e12-2b2663cc6444,Customer
"АО «Большакова, Кудрявцев и Быкова»",Manufacturing,ooo.net,+7 494 441 62 41,"пр. Мира, д. 9 к. 4/6",к. Тырныауз,Коморы,452514,9758271d-90d4-48ca-b142-73423e3fba4d,Active
Никитин Групп,Manufacturing,ip.org,+7 428 481 3631,"пр. Славянский, д. 4/2 к. 55",клх Белорецк,Сан-Томе и Принсипи,984379,453d073b-79d7-4c5f-a81c-200e05222fb5,Active
ОАО «Мясникова»,Education,ooo.org,8 (301) 964-05-83,"пер. 8 Марта, д. 824 стр. 4/4",с. Красновишерск,Тунис,726649,00e64bdd-b126-4f87-a518-b34db8de19cc,Inactive
Крылова и партнеры,Healthcare,melnikova.info,8 (067) 592-4984,"алл. Красина, д. 7 стр. 9",п. Ясный (Оренб.),Люксембург,345477,6c4fe9a7-90ae-4a9e-bd95-27c514a209dd,Customer
Ситибанк,Retail,zao.edu,+7 (439) 091-93-44,"алл. Менделеева, д. 781",клх Сочи,Сьерра-Леоне,608151,f1b64cc4-4c4d-4246-b24d-e2d9f6c26df4,Customer
Пономарева и партнеры,Finance,npo.biz,+75639503771,"наб. Минина, д. 9",с. Эльтон,Федеративные Штаты Микронезии,961967,1b17d276-6c1a-4565-b5bd-144251dfcf9a,Lead
"ИП «Мамонтова, Фадеева и Кулагин»",Retail,ip.ru,87671661594,"пр. Снежный, д. 2/6 стр. 4/6",с. Чайковский,Коста-Рика,276644,8cccc0af-2386-49c7-950a-8de4cf100937,Lead
Меркушева Лтд,Healthcare,npo.edu,+7 514 041 2351,"ул. Комсомольская, д. 124 стр. 7/9",клх Ульяновск,Панама,540668,3c0b0647-3350-4c9f-8d68-4ed5dacc805f,Inactive
"ЗАО «Архипов, Кулаков и Семенова»",Finance,ao.ru,+7 706 917 2032,"бул. Медицинский, д. 7/2 стр. 164",ст. Стрежевой,КНДР,778930,7fb099c4-687d-478a-babb-6c21b4c42ab9,Active
"ИП «Борисова, Панова и Рожков»",Healthcare,zao.ru,+7 825 157 1198,"алл. Тюленина, д. 7 стр. 168",ст. Нягань,Литва,715833,88d1f594-f151-416f-aa72-57f8532092c3,Active
"АО «Кудрявцев, Мельникова и Денисов»",Manufacturing,seliverstova.net,+7 223 994 5533,"ул. Краснофлотская, д. 9/1 стр. 172",п. Жуковский,КНДР,371628,604448a9-da25-4ac9-b6fd-a23b7e038ed0,Inactive
ОАО «Куликов Кудрявцева»,Construction,zao.biz,8 (055) 508-3027,"алл. Чайковского, д. 3/6",п. Токма,Сенегал,580667,78ddafaa-4dab-47d6-b6ff-4f0b2a07c25f,Active
РАО «Бобылев-Прохорова»,Retail,ao.net,8 687 770 5480,"наб. Новгородская, д. 670 стр. 45",п. Двинской,Эквадор,277875,149d4193-ae15-4527-bffc-8200ce232376,Lead
ИП «Кошелева»,Manufacturing,brok-invest-servis.biz,83632550508,"ул. Курганная, д. 3 стр. 800",клх Химки,Федеративные Штаты Микронезии,580124,83cf5651-817a-4fb0-ba46-35713950d7b2,Prospect
НПО «Силина Симонов»,Healthcare,ip.org,8 (655) 013-1766,"пр. Родниковый, д. 494 стр. 39",г. Саров (Морд.),Испания,251255,6553196c-1ae7-4e90-a03b-621ace6e6eb5,Prospect
"ООО «Мартынова, Комиссаров и Доронина»",Retail,ooo.net,8 (449) 997-95-58,"ш. Цветочное, д. 671 к. 1/3",г. Асбест,Сенегал,658284,3038855a-5482-468e-89bf-6f6f4f6192c7,Active
ИП «Логинов Никонова»,IT,npo.info,8 (788) 494-8203,"бул. Короленко, д. 403 стр. 7",д. Суздаль,Эфиопия,570739,4857feed-9898-4ba0-bf12-40619a48a19c,Inactive
"РАО «Харитонова, Крылов и Горбачев»",Manufacturing,ooo.org,+7 (096) 804-1262,"ул. 60 лет Октября, д. 1",п. Мыс Шмидта,Лесото,301504,be2f1a86-b20d-4da6-a8ee-20364bf1967c,Lead
НПО «Савина»,IT,ooo.net,+7 (830) 118-6363,"пер. Трактовый, д. 4/6",к. Тверь,Швейцария,361801,7413bf3f-ed2d-4333-b393-e1f843491a2a,Prospect
"АО «Якушева, Кононов и Филатова»",Retail,ooo.edu,8 (781) 123-8870,"пр. Просторный, д. 111",д. Кетченеры,Вьетнам,801077,0ecf78fc-1300-439a-954f-b50f9dd0924d,Active
"ЗАО «Беспалов, Фомичева и Лихачев»",Education,npo.org,8 (376) 614-0490,"пр. Васильковый, д. 2",д. Кыштым,Парагвай,087302,2c1c4357-ec70-454f-952c-c9c87921ed8d,Inactive
Шарапова Групп,IT,zao.edu,8 503 402 46 35,"алл. Линейная, д. 3 стр. 1",г. Партизанск,Сент-Люсия,505772,7821c041-9691-4cb2-ab96-de6d4d854ac5,Prospect
Рябова Групп,IT,npo.net,+7 772 362 1856,"пер. Петровский, д. 3 к. 6/7",г. Абинск,Науру,039967,c39df0a1-ec33-4d07-8583-d9f6ee1015a5,Prospect
Гознак,Education,ip.ru,8 (330) 335-34-56,"алл. Поселковая, д. 26 к. 1",клх Раменское,Израиль,993597,c4e7cd56-9496-421b-883b-5a75d9a0ed26,Customer
Петухова Инк,Manufacturing,t.biz,8 (836) 431-27-78,"пер. Калинина, д. 668 стр. 19",г. Гремячинск (Бурят.),Парагвай,499874,006b277a-44b1-4ed1-81d9-36ea58713a21,Active
ИП «Коновалова-Моисеева»,Manufacturing,gk.biz,+7 (075) 053-6361,"ш. Таманское, д. 6 к. 238",д. Вытегра,Шри-Ланка,087203,3e9022dd-b918-46b3-ab4f-9efd05103ede,Customer
Анисимов Инкорпорэйтед,Healthcare,ao.net,+7 017 798 6940,"ш. Пригородное, д. 3 стр. 5",д. Сеймчан,Сент-Винсент и Гренадины,055516,b8ef7fba-fb8c-4cc8-aa09-1b2f1f9c20a8,Inactive
"ЗАО «Иванов, Сорокина и Белозерова»",Retail,rao.com,+70055785108,"наб. Гаражная, д. 9/4 стр. 619",клх Арсеньев,Вануату,993387,b399195f-cb9e-4995-92cf-cdb9f85d7ff8,Lead
"ИП «Николаев, Шубина и Козлов»",Finance,rao.ru,8 (894) 302-17-69,"ш. Песчаное, д. 5/8 к. 82",г. Рыбинск,Эритрея,207173,2cad1eb7-2df6-4aa8-9441-2c1d2a172c89,Active
Гаврилов Лтд,IT,ooo.ru,81608331063,"пер. Розы Люксембург, д. 8 стр. 4/3",к. Челябинск,Джибути,080715,02d0a569-e9b1-43e7-b6c3-1375532879b0,Customer
"ИП «Сысоева, Мартынов и Некрасов»",Construction,farmimeks.net,+7 425 271 8834,"ул. Восьмого Марта, д. 1/8 стр. 8/6",г. Шатура,Судан,345955,e511545d-d12f-4d19-b0dd-db33ca442367,Inactive
ОАО «Жданов Чернова»,Retail,ip.org,8 (458) 145-6655,"ш. Азовское, д. 2",г. Бодайбо,Мексика,764495,c7b16b0f-1154-4bea-957c-b5e96014243e,Lead
Зерно-трейд,Construction,ip.org,8 (145) 630-8754,"пр. Иванова, д. 8",д. Диксон,Германия,754342,24367a20-e19a-480d-b9d2-8a21c3d26dbd,Inactive
ОАО «Новикова»,Retail,ip.info,8 (777) 099-5461,"ул. Литейная, д. 6 стр. 1/9",клх Вилюйск,Аргентина,987036,600aed18-dcf5-4e19-b8a8-1e3cbfe5aa84,Customer
"ОАО «Гришина, Волков и Щукин»",Construction,ip.com,8 034 512 7425,"пр. Новгородский, д. 9",ст. Елец,Мали,371412,2f4e536e-8bca-406b-aafb-db03244c19c8,Customer
РАО «Юдина»,IT,ip.org,8 166 028 1107,"бул. Ростовский, д. 9/1 к. 6",п. Курганинск,Словения,197983,65377fd5-49d1-4f45-b1fd-a2f22cc7828f,Active
ООО «Мишина-Гурьев»,Construction,ao.ru,8 810 075 13 30,"алл. Космонавтов, д. 7/3 стр. 77",ст. Новороссийск,Танзания,144612,1acbbe0a-7d4f-4049-a970-022d6812168a,Active
ИП «Бирюкова-Орлова»,Healthcare,oao.ru,+7 890 517 25 53,"наб. Владимирская, д. 6/4",с. Элиста,Норвегия,621711,54af7365-9841-4466-8050-c6933569e035,Active
Королев Групп,Retail,ao.ru,8 (878) 738-0370,"ш. Космодемьянской, д. 3/1 к. 8/5",д. Междуреченский,Колумбия,308389,20372c2b-6769-4611-802f-52073967c68d,Inactive
ИП «Кошелева»,IT,maksimova.net,83899013812,"ул. Пионерская, д. 5/9 стр. 964",к. Черусти,Аргентина,316939,702c62ca-7356-4b6d-b380-d07b13574816,Customer
РАО «Морозова»,Finance,nekrasov.org,89421783172,"бул. Приморский, д. 52 стр. 5",с. Магадан,Уругвай,573813,3fb1709a-d8c3-44f8-8f48-5085ae76905b,Customer
"НПО «Галкин, Аксенов и Блинов»",Construction,zao.org,+7 038 481 90 79,"бул. Автомобилистов, д. 76",к. Галич,Узбекистан,330230,064c6b5b-68c5-4ad0-af3e-8e642c2534f5,Lead
Елисеев Групп,Manufacturing,rao.org,8 461 394 09 50,"алл. Металлургов, д. 440 стр. 456",клх Жиганск,Лихтенштейн,027567,15013df8-41db-44a6-a1b3-2be6893df7d6,Lead
Орлов Инк,Retail,teterin.info,+7 (203) 708-9821,"алл. Коминтерна, д. 543",к. Рыбинск,Пакистан,485737,5e333b54-d9df-40f5-9edf-8045d3acb564,Customer
ООО «Меркушев Муравьев»,Finance,ip.com,8 429 754 2977,"ул. Харьковская, д. 4/4",ст. Сасово,Йемен,657070,bf0e7f02-d27a-46e3-98c0-781f09118d93,Lead
Голубева и партнеры,IT,sistemni.edu,8 930 982 19 94,"пр. Дружба, д. 9 к. 6/1",п. Усть-Джегута,Гвинея,566797,a5a34250-f68c-4a90-bece-2079e6751845,Prospect
АО «Гусева Семенова»,Healthcare,rao.com,+7 (376) 778-62-84,"алл. Мусы Джалиля, д. 765 стр. 3/3",п. Лабинск,Соломоновы Острова,890850,952d8d63-5542-463b-8716-3184cad2357b,Customer
Корнилов Инк,Retail,oao.net,86356757747,"наб. Прудная, д. 156 стр. 7",ст. Троицк (Челяб.),Гамбия,498587,1c9a21d7-dbe4-4c82-883e-f7f36c83ca0d,Lead
НПО «Зайцева Молчанова»,Education,ooo.info,85448614568,"пер. Песочный, д. 2 к. 4/5",п. Истра,Сент-Китс и Невис,564637,5399b3a9-161e-4299-9d0e-aed1cdb9d41b,Prospect
НПО «Ковалев Анисимова»,Finance,panova.edu,8 213 603 25 25,"алл. Ставропольская, д. 2/9 стр. 4",с. Грозный,Белиз,208418,1b17d276-6c1a-4565-b5bd-144251dfcf9a,Inactive
НПО «Пестова»,Manufacturing,giperglobus.info,85878813460,"алл. Челюскинцев, д. 6 к. 4",к. Благовещенск (Амур.),Черногория,458418,f24c412f-a8df-438f-b920-d73c8ecac4bf,Customer
ООО «Шубин»,Manufacturing,ip.org,+7 (523) 084-43-29,"алл. Гагарина, д. 819",г. Жигулевск,Монако,103795,30f4df81-1c38-47d7-bab6-b7561d5e320b,Prospect
ОАО «Капустина»,IT,oao.net,+7 096 852 99 93,"алл. Прудовая, д. 894",п. Енисейск,Антигуа и Барбуда,779681,8b94a253-6261-4ba3-bc54-53475ab10839,Customer
ОАО «Силин-Тимофеев»,Finance,oao.biz,+7 (588) 303-8167,"пер. Брянский, д. 6/1 стр. 97",клх Юрьевец (Иван.),Андорра,133884,beb8f1ee-7df2-404b-9e42-2a2d15d79244,Customer
ООО «Жуков»,Manufacturing,gruppa.ru,8 (558) 235-4580,"пр. Морозова, д. 198 к. 1",д. Калевала,Фиджи,685207,8b94a253-6261-4ba3-bc54-53475ab10839,Active
Петухов Инк,Education,tts.net,8 714 019 3010,"ш. Энергетическое, д. 86 к. 2",г. Сызрань,Сомали,682016,a7996f38-2d20-4610-86a3-e00300d58fb1,Prospect
АО «Щербакова-Максимов»,Finance,strelkov.org,+7 388 691 02 72,"алл. Карла Либкнехта, д. 21 стр. 32",г. Туруханск,Коста-Рика,351027,01dbb0cc-c2eb-4a96-b20c-8938fb7d1a48,Lead
"РАО «Колобова, Кудрявцева и Коновалов»",Construction,npo.info,+7 026 897 5204,"пр. Просвещения, д. 60 к. 8",клх Цимлянск,Чад,527628,55831d9f-80fa-4219-8936-169701c7c63f,Customer
"ЗАО «Дорофеева, Громов и Зыков»",Healthcare,npo.net,+7 (042) 184-90-13,"бул. Герцена, д. 992 к. 7",д. Славгород,Намибия,088127,00216389-972e-4c82-b59f-74662cd0f715,Lead
Fonbet,Healthcare,zao.com,8 (023) 202-8389,"алл. Демьяна Бедного, д. 8 стр. 1/2",ст. Южно-Сахалинск,Швеция,319446,40f87bf6-c19c-440e-b33d-5947f1547e97,Customer
АО «Щукина Волков»,Education,ao.ru,+7 037 747 06 48,"пр. Привольный, д. 3/9",д. Усть-Ишим,Индонезия,729338,9de58218-375a-48a0-ad31-d065a33589de,Active
НПО «Гусев Агафонов»,IT,oao.com,8 (567) 739-9444,"ул. Волкова, д. 177 стр. 320",клх Березники,Германия,566530,cf72f235-4d56-438a-8fd5-a290f11083af,Inactive
Прохорова Инк,Manufacturing,npo.net,8 (887) 448-54-73,"пер. Тамбовский, д. 5/1",п. Сургут (Хант.),Ангола,049106,6ed371ae-7a9b-4dec-aa20-eabdaf219249,Active
"РАО «Щукин, Шарапов и Полякова»",Finance,emeljanov.com,+7 (297) 282-16-88,"бул. Светлый, д. 1/3 стр. 3",г. Новый Оскол,Экваториальная Гвинея,097640,e9e8c66d-cd8f-4d7f-a203-ff24e1191301,Active
Соллерс,Finance,ab.org,+7 865 635 68 35,"алл. Авиационная, д. 79",ст. Корсаков,Багамские Острова,446121,bb255f75-c30d-4ba1-9c76-0cdcd5a98e4f,Prospect
Васильев Инк,Construction,amurskaja.biz,+7 240 179 03 22,"наб. Водников, д. 9/8 стр. 83",с. Североморск,Папуа,470018,e1309fe8-5cb1-494d-94cb-2fdfc5af3569,Prospect
ИП «Романова-Кудрявцева»,Finance,ao.info,+7 154 511 4278,"бул. Путевой, д. 672",к. Игнашино,Украина,360707,c9bfc783-3ab6-4490-ade9-6577a6af3940,Inactive
Блохин Инк,IT,npo.ru,+76446544716,"пер. Шмидта, д. 5 к. 81",г. Гдов,Бангладеш,097435,3db538a7-3d4d-4a55-888f-7096a4812960,Customer
Бобров Инкорпорэйтед,Finance,djachkov.info,+7 887 383 1826,"алл. Звездная, д. 230 стр. 7",д. Змеиногорск,Намибия,522353,2d552edd-cc39-4b74-b3b1-972089461a1f,Lead
НПО «Миронов»,IT,npo.net,+75862861125,"наб. Осенняя, д. 19 к. 339",ст. Красноуфимск,Камбоджа,239568,49ca29a7-ea87-4f21-a40a-adf2012e875e,Prospect
НПО «Костин Сысоев»,Retail,koroleva.info,+7 (999) 137-44-26,"ул. Комсомольская, д. 6 стр. 825",г. Курильск,Перу,694541,325c131a-588b-4271-b9f5-fbdec9088e86,Customer
ИП «Капустина»,Retail,zao.com,+79673498307,"ш. Черняховского, д. 9/9 к. 38",п. Биробиджан,Лихтенштейн,626093,98005f18-863a-42c6-838d-f7c7aeb37ca5,Prospect
ООО «Тарасов»,IT,rao.ru,83118049878,"пер. Портовый, д. 536 стр. 25",с. Таштагол,Сент-Винсент и Гренадины,450889,98c1b953-9fb8-4e19-8af9-0d6de4d9c563,Lead
ОАО «Кабанов-Карпов»,Construction,ao.org,8 937 588 92 73,"ш. Лесозаводское, д. 3/5 стр. 2/5",с. Оленегорск (Якут.),Сомали,939905,dadfc190-d17e-4840-8af8-36dc9aff4b8e,Inactive
АО «Якушева»,Manufacturing,doronin.org,+7 892 775 5279,"алл. Моховая, д. 406 к. 7",г. Кулу,Вануату,681939,76f3e969-ce1e-4cec-92eb-ac23806e2b99,Customer
ОАО «Потапов»,Education,zao.com,+7 (851) 926-7298,"алл. Озерная, д. 4/1",клх Чита,Сент-Винсент и Гренадины,475512,2eaf4bd8-d4c4-4ece-b103-6bf0d11d2399,Inactive
РАО «Вишняков»,Finance,npo.net,8 (379) 510-9222,"пр. Станционный, д. 448 к. 5",к. Октябрьский (Башк.),Соломоновы Острова,592052,3693391f-9bee-4b45-ba0d-4c62023eb464,Prospect
ОАО «Белозеров»,Healthcare,oao.info,8 (040) 942-6932,"наб. Павлова, д. 5/9 стр. 65",п. Дубна,Северная Македония,515118,0272d428-343a-4170-973d-b359536ebb10,Customer
РАО «Шарова»,Finance,rao.com,8 458 681 4639,"алл. Окружная, д. 9",д. Кулу,Португалия,771663,33ed57dc-eba9-45e3-be4a-b122c0770ee7,Customer
ОАО «Терентьева Кабанов»,Education,ao.com,8 042 541 3828,"пр. Коммунальный, д. 3/3",д. Новокузнецк,Буркина-Фасо,731544,da3a4c77-80be-4a3f-9591-d758d3ea73a7,Inactive
"РАО «Якушева, Лебедева и Никонова»",Retail,rao.biz,80004619033,"бул. 50 лет Победы, д. 5",г. Переславль-Залесский,Вьетнам,617671,45145389-6b71-4f9c-854a-b64d26b7ec1e,Lead
Максимова Групп,Education,ao.ru,+7 (822) 813-10-69,"алл. Цветочная, д. 46 стр. 562",п. Радужный,Польша,907163,5938f73f-fbd5-4f66-9551-77d3dc91aed6,Inactive
Картли,Healthcare,ip.net,+7 443 835 48 21,"пер. Большевистский, д. 8/5 стр. 1",п. Лянтор,Сингапур,998325,6986df0a-1ee3-487b-aa04-f4d9e1c62c24,Active
Белуга Групп,Construction,ao.biz,+7 395 420 77 43,"ул. Ивановская, д. 340 к. 383",клх Сызрань,Мальта,373975,35d403ff-eac5-4c99-bc7d-a8385a298c0c,Active
ИП «Белякова Воробьева»,IT,sovkomflot.biz,+7 946 856 2050,"ш. Восьмого Марта, д. 7 стр. 79",д. Кулунда,Хорватия,423903,28ffbc21-03e8-405a-a1f6-a1d411c8cf44,Prospect
НПО «Воронцов»,Construction,npo.info,+7 460 306 78 04,"алл. Союзная, д. 556",ст. Пермь,Сент-Китс и Невис,140585,20372c2b-6769-4611-802f-52073967c68d,Active
АО «Власова-Кошелев»,Retail,kvadra.ru,8 438 153 21 48,"пер. Труда, д. 684 стр. 6/4",ст. Ессентуки,Кирибати,987730,a3e6d223-4212-4e9b-b914-2fd29241c573,Lead
"АО «Осипова, Архипов и Елисеев»",Retail,zao.com,8 (055) 717-36-54,"ш. Титова, д. 768 стр. 896",ст. Камышлов,Эсватини,370982,80de58db-14f3-46b0-af58-6ef890600381,Inactive
Мираторг,Finance,suvorov.net,8 (210) 836-6700,"пр. Нижний, д. 505 стр. 30",с. Бугульма,Замбия,444276,1d887c19-13b6-49e4-9b42-30ffa23432af,Active
Росатом,Healthcare,zao.biz,+7 (115) 121-23-41,"алл. Краснознаменная, д. 4/4 стр. 877",п. Кущевская,Великобритания,651297,80de58db-14f3-46b0-af58-6ef890600381,Prospect
Группа Синара,Construction,oao.org,+7 513 483 88 67,"пер. Украинский, д. 2",п. Инта,Федеративные Штаты Микронезии,547604,ac7513fd-382c-4426-babc-08fc98873e17,Active
ИП «Калинин-Дмитриева»,Manufacturing,sbsv-kljuchavto.org,81609340393,"ул. Станиславского, д. 27 стр. 53",г. Челябинск,Мальта,800391,326dcb05-6665-4b7b-a20b-505ea0e9ec4d,Lead
ОАО «Фокина-Михайлов»,Construction,uralskie.com,88924546678,"ш. Спортивное, д. 696",с. Александровск,Узбекистан,257952,75a03d13-0d38-4042-8cc4-c58a44deceb4,Active
Блохина и партнеры,Healthcare,ao.org,+72973992023,"пер. Лазурный, д. 127 стр. 554",с. Энгельс,Швеция,125033,98ff20c5-322c-43fc-aad0-db2c491d0a36,Prospect
АО «Ильина»,IT,oao.ru,+7 (025) 629-3713,"алл. Попова, д. 848 стр. 698",д. Хатанга,Катар,602631,768993b7-d69a-423c-a45f-d6bce400b2c3,Customer
НПО «Гусев»,Construction,relaljans.biz,8 785 166 5479,"бул. Разина, д. 2/1 стр. 8",г. Черняховск,Марокко,990360,46e13e03-81bc-4a20-9916-4eb73e46da2c,Lead
"НПО «Некрасова, Симонов и Большаков»",Education,npo.com,8 (961) 309-17-31,"наб. Нагорная, д. 69 стр. 4/9",г. Касимов,Лихтенштейн,175251,8f6d1d0c-c000-4756-938e-dfdc2d5f1288,Inactive
РАО «Зимин-Анисимов»,IT,ip.com,+7 747 275 48 96,"пер. Громова, д. 524 стр. 2",ст. Обоянь,Джибути,272544,4a87dc8d-5c80-442f-b99a-3589021920bf,Inactive
АО «Кононова»,Finance,ip.com,+7 (142) 175-56-21,"ул. Дзержинского, д. 7 к. 890",с. Ангарск,Лихтенштейн,974760,7ffc2b20-6b11-4010-afb6-254d78ff3247,Inactive
Банковский холдинг Альфа-банка,IT,ao.ru,8 703 381 84 23,"бул. Мелиораторов, д. 3 к. 2/3",п. Любань,Катар,562098,4945fc70-b4e7-408a-aa80-37f9c03951ab,Lead
ООО «Герасимов Аксенова»,Construction,zao.info,88384183097,"пр. Большевистский, д. 8 к. 86",к. Волоколамск,Новая Зеландия,027710,90ea4d6b-8cdc-4438-b76c-4dc358b81977,Active
АО «Белоусова-Дементьев»,IT,mersedes-bents.info,+7 324 145 7739,"алл. Дорожников, д. 8/5",д. Аршан (Бурят.),Панама,084523,c550d3ae-abf0-4ffd-b72a-6469d688595a,Active
ООО «Исаков»,Manufacturing,rao.biz,+7 180 854 80 12,"пр. Дарвина, д. 348",клх Оленек,Южный Судан,509736,5a51893b-4ae5-4e77-82a1-7a0dbaa61ea3,Prospect
СДС Азот,IT,rao.org,8 (311) 680-08-52,"пер. Раздольный, д. 1/6",к. Шатки,Джибути,066771,bf97888b-7296-401d-a96f-77e05878ee3e,Active
Елисеева Инкорпорэйтед,IT,nikolaeva.ru,+7 234 333 3030,"бул. Маркса Карла, д. 39 стр. 266",г. Звенигород,Маршалловы Острова,443720,b1163058-cc02-4a51-9e89-5c72d25303e7,Inactive
ЗАО «Беспалов Самойлов»,IT,ip.info,8 581 577 43 42,"ул. Иркутская, д. 2/2",д. Белогорск (Амур.),Румыния,896886,cddfd431-72cb-4e84-881a-a516c8771139,Inactive
ООО «Зайцева Одинцов»,IT,ao.com,+7 499 089 56 55,"ш. 50 лет Победы, д. 270 к. 73",п. Таштагол,Словакия,470217,7d347298-3f92-4ce9-a71e-4205aac398da,Active
АО «Рыбаков Селиверстова»,IT,guljaeva.com,+7 779 185 1352,"бул. Минский, д. 61 к. 6/9",п. Качканар,Либерия,754806,d18e0eb6-a7ab-439f-957f-da5f44a29123,Lead
ТД Ункомтех,IT,orlov.com,8 043 240 3846,"ул. О.Кошевого, д. 2",п. Жигулевск,Киргизия,538550,cf014a04-a799-4b14-bddb-9b7f8f43499d,Inactive
НПО «Кириллова Гурьев»,Healthcare,zao.com,8 (561) 955-4327,"алл. Урицкого, д. 9",к. Палана,Маршалловы Острова,552829,487f9828-92ee-4e35-820c-f0eddb1f935d,Prospect
РАО «Лукина»,Education,es.ru,+74421495073,"пер. Камский, д. 1/7 стр. 2/3",к. Клин,Исландия,562434,d02fc52c-fc35-49bc-babc-d3e33180b004,Inactive
НПФ Газфонд пенсионные накопления,Manufacturing,ooo.biz,+7 (310) 612-3594,"пер. Крайний, д. 97 стр. 134",с. Черемхово,Таджикистан,298604,039a57b2-4dbb-4ac8-9d3f-37feca76ba67,Customer
ОАО «Зыкова-Кузнецов»,IT,ao.edu,+7 (552) 168-59-03,"бул. Олимпийский, д. 9/6 стр. 42",с. Тында,Мексика,358357,0b989fd4-5615-4f44-911b-17c1a8d3feff,Active
Филиппов Лимитед,Retail,ooo.edu,8 641 952 23 19,"пр. Островского, д. 1/2 к. 4",к. Соликамск,Кот-д’Ивуар,698116,91f9594a-e19c-4d08-9651-564b59729a5f,Prospect
РАО «Исаков»,Finance,kolesnikova.net,+7 (191) 161-9017,"ш. Шаумяна, д. 8",п. Ростов,Сьерра-Леоне,773075,4d6b7784-6007-43d5-890e-515fbd7fde54,Prospect
"ИП «Бирюков, Субботина и Лазарев»",Retail,mishlen.biz,+7 (538) 139-73-80,"наб. Ольховая, д. 371 стр. 697",д. Тула,Камерун,434488,41dbe326-62e5-43e7-a64a-ea56c3971803,Lead
Филиппова и партнеры,Finance,npo.org,8 491 764 17 95,"алл. Лесозаводская, д. 71 к. 49",с. Шаховская,Гвинея,340223,cf72f235-4d56-438a-8fd5-a290f11083af,Prospect
Мясникова и партнеры,Healthcare,ooo.com,+7 967 805 5456,"ул. Прохладная, д. 3 к. 1/8",клх Красноуральск,Вануату,607798,2aa716ed-0198-4111-b888-c2b35a4e5890,Lead
"АО «Субботина, Комиссаров и Андреев»",Healthcare,krokus.ru,+74933775606,"наб. Партизанская, д. 532 к. 503",к. Нижний Новгород,Пакистан,343306,a3f46b07-bd81-4265-8155-bfb0dd8be35d,Inactive
РАО «Харитонова Нестерова»,Education,ao.edu,85692445978,"пр. Фрунзе, д. 549",клх Сибай,Мадагаскар,208372,36250919-c8a1-4b81-9736-599edc02498f,Customer
АО «Прохоров Николаева»,IT,ao.ru,+7 586 012 9022,"ул. Беляева, д. 5 стр. 9/9",с. Кизел,Ангола,517489,453d073b-79d7-4c5f-a81c-200e05222fb5,Active
Метрострой,Retail,ip.biz,+7 (852) 008-9885,"ул. Сахалинская, д. 3/5 стр. 1/9",клх Борзя,Панама,770597,564cf7ab-f620-4eec-98fb-449780798756,Customer
ОАО «Носова Гуляева»,Finance,oao.ru,+7 443 518 6331,"бул. 1 Мая, д. 439 к. 4",клх Псебай,Сенегал,710245,4cf422d5-34c7-4077-b5b3-087cf5ea9e78,Prospect
Спар Миддл Волга,IT,zao.ru,+75191552912,"пр. Речной, д. 1 к. 35",клх Адлер,Нигер,399820,749126e2-8ef9-4cff-ad59-e2359b8bfb77,Customer
РАО «Копылов-Русаков»,IT,artis-agro.org,8 (358) 223-17-26,"бул. Путейский, д. 8",г. Курск,Сент-Люсия,268411,5f24eda9-6579-43e6-a5b4-424d16af0a4b,Active
АО «Нестеров-Сазонов»,Retail,merkushev.org,8 360 612 60 04,"алл. Черемушки, д. 8/5 стр. 2",ст. Зарайск,Венесуэла,409639,00216389-972e-4c82-b59f-74662cd0f715,Lead
Шнейдер Электрик (Schneider Electric),Education,ao.biz,+7 (031) 884-0406,"алл. Марта 8, д. 688 стр. 5",клх Пермь,Иран,266121,d09e0875-b88a-441d-8ad4-cad78277bebe,Active
