deal_id,product_id,quantity,price,discount_percentage,total_amount
16371,99,58,3924.82,21.83,177945.84
2232,34,53,2305.98,10.3,109628.6
15669,13,28,5244.0,2.83,142676.65
14447,15,32,8787.37,5.02,267079.81
14582,11,64,6348.92,7.13,377359.49
10461,11,75,695.14,9.69,47083.57
10416,39,39,7720.84,26.96,219932.76
15779,17,100,7857.97,26.44,578032.27
7780,27,60,588.23,8.68,32230.3
7129,65,44,1408.93,28.8,44138.96
11623,72,72,5094.66,6.7,342238.88
5579,98,47,2893.44,28.29,97519.63
371,56,57,3062.26,9.91,157251.03
15551,43,68,3742.83,1.72,250134.83
13156,5,66,8201.13,23.42,414508.07
8261,58,59,6696.32,7.9,363871.33
4779,72,91,6427.45,2.72,568988.73
19084,3,42,8463.2,8.51,325205.23
19250,91,54,8211.4,9.16,402798.73
18135,10,30,7817.97,7.89,216033.97
16171,60,74,9351.38,0.48,688680.51
9974,28,32,714.98,17.55,18864.03
17396,13,96,8461.31,21.97,633826.58
15529,8,75,4855.44,26.05,269294.84
270,44,35,8063.89,20.01,225760.7
15265,45,33,3781.3,10.22,112030.09
2952,49,24,1270.88,17.07,25294.58
14443,90,75,1553.89,6.11,109421.05
12923,80,77,5545.77,4.12,409430.89
6476,15,26,5651.23,21.27,115679.55
11912,84,52,6204.73,16.7,268764.08
8264,84,53,9340.8,23.63,378079.15
5604,30,92,8703.11,23.38,613485.71
4117,31,56,3958.02,3.99,212805.32
12756,85,53,2254.52,2.93,115988.52
6794,82,51,5684.52,10.13,260542.58
11350,8,73,5016.93,1.58,360449.36
8657,3,36,2645.78,2.7,92676.38
6806,50,26,7406.33,1.09,190465.63
9540,70,96,564.11,5.73,51051.5
7931,32,51,7599.34,26.67,284202.4
7508,17,42,7918.67,6.16,312096.96
6354,89,76,8424.22,25.74,475442.76
8839,100,70,5804.55,19.49,327127.02
1492,63,39,5659.31,26.68,161826.84
2244,49,10,8749.34,19.55,70388.44
16468,10,42,4318.18,6.14,170227.84
10480,64,26,5923.23,24.36,116488.61
1935,98,87,3721.66,26.86,236815.92
11359,5,71,7860.65,21.57,437722.65
8908,3,28,6716.74,21.32,147972.47
9813,18,76,8938.68,7.05,631446.23
12746,9,74,1651.96,27.71,88370.94
12518,12,75,4465.54,22.6,259224.6
6488,80,43,3395.91,25.45,108860.99
11721,15,91,4621.75,3.58,405522.51
7754,7,28,9298.45,0.47,259132.92
11917,38,34,5176.04,6.02,165391.04
368,25,54,406.7,20.86,17380.57
15849,98,7,7747.8,12.94,47216.64
11250,30,94,2660.21,5.69,235831.34
8322,52,81,9722.02,10.89,701726.65
1333,9,91,7515.66,7.61,631878.36
5306,65,46,3284.09,12.15,132713.36
5653,58,46,1625.09,22.76,57740.1
1428,41,75,2264.18,19.5,136699.87
14058,49,32,5566.69,21.8,139300.85
9707,84,26,3335.86,17.33,71701.64
6446,65,87,6910.36,8.36,550940.89
4234,42,72,4234.06,12.36,267172.57
7770,64,83,3841.19,9.01,290093.2
12701,76,77,5098.21,0.03,392444.4
4221,80,9,9950.12,23.2,68775.23
12610,20,37,7267.59,10.48,240720.02
1812,2,51,1995.13,9.36,92227.68
8507,17,68,6066.21,28.23,296052.89
19015,2,79,6521.25,1.64,506729.82
16354,18,57,3497.01,20.98,157510.23
16066,90,26,3183.69,25.75,61461.14
2986,86,16,9559.37,25.34,114192.41
5008,24,7,8340.31,7.29,54126.11
17094,27,100,8407.94,3.94,807666.72
1190,33,33,6649.03,22.43,170202.53
5963,31,75,6720.07,24.79,379062.35
14317,5,83,7517.97,17.43,515229.79
11904,22,88,6961.66,0.69,608398.96
11329,88,31,2375.09,25.26,55029.41
9327,75,63,645.19,10.6,36338.39
8350,92,36,1094.57,10.02,35456.19
5957,71,37,6724.89,1.66,244690.5
13304,77,97,4845.59,20.9,371787.58
14417,100,64,1270.76,9.97,73220.17
6170,62,97,4283.92,1.32,410055.11
12905,62,26,8044.87,19.36,168671.96
1986,86,82,1745.25,13.47,123833.52
8466,29,39,3636.38,22.82,109455.77
10912,78,69,4612.08,0.24,317469.76
10828,94,3,3761.2,7.77,10406.86
3919,58,50,8863.95,14.52,378845.22
12259,61,62,8903.82,28.98,392056.56
18795,68,38,159.75,11.82,5352.97
4179,13,70,6137.93,20.39,342048.43
16631,20,25,1991.05,7.39,46097.79
14943,34,73,6935.62,3.23,489946.76
4656,58,55,8896.3,15.94,411302.64
11477,62,47,7299.51,29.36,242349.57
4723,48,28,8301.55,11.83,204945.35
14424,25,21,4508.84,11.23,84052.44
15385,70,45,3238.19,0.99,144275.94
19155,90,87,4420.88,1.0,380770.39
1042,82,62,4267.69,22.43,205247.72
7648,55,46,2647.59,15.91,102412.49
9136,42,23,9850.11,9.36,205347.21
3051,71,79,4273.97,10.18,303271.51
5245,57,31,5164.03,16.72,133318.73
2087,19,4,1445.58,29.8,4059.19
988,34,10,5016.21,15.73,42271.6
16236,25,29,4397.54,12.67,111370.78
6501,9,76,7200.78,18.11,448150.62
9652,55,34,3396.22,6.2,108312.25
16191,98,81,8006.18,12.33,568540.46
17135,49,1,355.86,2.36,347.46
17922,79,27,8871.7,6.4,224205.6
13381,40,91,751.47,1.58,67303.31
14992,54,97,3112.88,12.4,264507.64
826,23,49,1048.11,20.56,40798.31
18819,42,41,8590.86,29.19,249410.71
2,39,31,8354.03,18.66,210650.21
13348,80,60,973.88,18.62,47552.61
5240,15,75,3095.38,17.41,191735.58
37,6,21,9520.1,24.77,150401.4
6163,28,17,7343.28,15.94,104936.94
15470,88,37,8452.91,12.23,274507.41
8999,89,53,4036.08,25.49,159386.01
8246,33,57,7507.44,12.06,376316.44
275,48,94,4851.43,18.75,370527.97
5575,51,74,3414.94,19.56,203276.35
7059,11,62,247.18,21.27,12065.5
15313,30,96,2902.41,14.45,238369.13
19365,94,62,164.59,10.62,9120.85
4220,75,63,1671.05,21.64,82494.39
6943,36,43,1422.12,5.64,57702.23
5604,10,45,1108.19,19.19,40298.78
4181,48,27,6229.0,23.73,128273.17
19968,53,24,9134.73,27.43,159097.77
6897,66,92,357.64,28.01,23686.78
11050,12,45,9307.87,12.5,366497.38
13313,18,19,7089.73,0.63,133856.23
18566,53,30,4026.25,3.58,116463.31
18405,100,50,498.96,4.94,23715.57
1805,57,83,1243.14,17.44,85185.92
259,9,93,3071.58,28.75,203530.57
6869,20,46,4404.77,7.21,188010.56
2203,5,53,8014.66,10.72,379240.89
11102,26,83,9397.83,23.36,597807.24
5751,21,66,463.56,1.51,30132.98
19227,19,94,4041.33,5.13,360396.92
3892,57,89,7863.46,4.77,666465.19
17569,46,85,5857.14,25.64,370206.39
3407,6,45,2373.69,27.78,77142.55
17500,33,59,3424.34,2.73,196520.48
12544,50,75,6003.35,27.83,324946.33
14365,47,3,524.37,29.73,1105.42
12716,97,52,404.86,21.31,16566.39
16516,60,35,5801.29,22.42,157522.43
1965,33,87,3061.23,2.2,260467.82
18789,92,8,7576.85,29.48,42745.56
19409,38,74,1428.28,23.04,81341.12
12359,78,33,4027.35,22.01,103650.7
6270,8,4,7758.29,22.76,23970.01
12900,39,28,2705.25,9.39,68634.36
15037,28,48,1189.68,6.35,53478.5
5799,91,71,1137.14,18.73,65614.91
15961,17,7,9851.61,14.59,58899.82
7395,34,98,3722.14,17.21,301992.85
17919,96,47,4466.71,2.83,203994.2
5303,75,30,6940.73,24.44,157332.47
4902,3,28,6171.28,2.97,167663.8
18358,97,70,2917.84,25.53,152104.08
8158,64,63,6623.0,23.05,321073.11
15749,20,29,3763.81,18.74,88695.69
15196,55,46,2096.43,1.45,95037.46
12892,24,27,6245.01,15.22,142952.03
14827,91,86,9604.96,18.38,674202.88
16872,71,98,5387.49,7.8,486792.05
12843,52,92,6239.78,11.53,507870.67
5215,30,89,6679.96,11.8,524363.5
8228,25,97,4611.92,25.17,334756.67
7806,5,46,3269.88,23.12,115638.65
8463,66,82,924.32,20.2,60483.8
6600,59,3,946.05,14.25,2433.71
16184,17,34,3436.49,28.02,84101.91
10145,50,72,9756.34,0.34,700068.13
8795,27,91,864.45,8.33,72112.16
18544,30,53,9621.11,27.96,367345.53
4198,3,4,3910.69,11.27,13879.82
3041,6,95,805.49,25.98,56641.25
11857,22,22,2236.46,12.05,43273.26
4437,29,62,6247.54,20.21,309064.55
13816,39,55,5670.26,1.69,306593.79
15054,17,5,3697.59,13.18,16051.24
16631,98,100,6447.2,17.88,529444.06
2186,84,35,4943.83,6.21,162288.64
12013,72,77,1782.52,22.89,105836.59
15081,28,84,352.04,2.57,28811.38
8607,12,75,1710.56,25.61,95436.42
17196,66,90,6036.81,25.23,406235.06
1958,8,3,2513.0,4.34,7211.81
6321,92,92,5523.53,17.11,421217.77
10250,85,5,7834.59,4.58,37378.83
18695,10,55,4336.67,28.23,171183.54
14204,13,85,3776.5,4.18,307584.6
16861,66,45,2172.53,3.37,94469.21
9566,58,37,7272.52,27.29,195650.42
16344,52,98,5749.46,27.78,406921.48
12200,27,59,9635.3,11.77,501572.29
3662,99,17,5138.09,19.25,70533.13
7698,37,71,985.69,17.79,57533.84
13009,45,61,2579.04,29.2,111383.58
8786,39,35,5834.84,15.76,172034.42
2526,57,61,1780.32,5.78,102322.47
17633,68,81,1984.07,16.25,134594.35
522,14,99,2550.89,1.14,249659.18
12677,47,37,5389.3,23.1,153341.75
1683,27,10,2419.22,28.02,17413.55
4428,25,24,3229.15,17.58,63875.17
7292,55,83,2821.71,1.35,231040.2
876,44,53,365.89,23.2,14893.19
17339,38,85,6971.32,8.86,540061.19
1116,43,47,7985.52,0.66,372842.33
19546,91,86,6680.53,24.07,436237.27
6973,8,38,5104.82,3.17,187833.89
4837,83,36,2410.18,0.96,85933.52
1469,80,75,5889.76,10.01,397514.63
8451,72,24,8743.45,16.94,174295.43
5350,44,90,8687.31,1.72,768409.94
15235,87,22,640.03,29.08,9986.0
13275,50,23,3566.0,17.26,67861.69
9958,40,99,1276.03,22.3,98156.06
3122,62,42,7574.96,6.2,298423.12
273,55,53,357.61,13.79,16339.67
10366,93,38,3423.36,26.12,96108.78
167,25,46,2356.82,29.46,76475.04
4093,79,11,9170.01,7.21,93597.38
12702,44,78,6416.81,14.2,429438.59
10724,70,48,6322.98,10.09,272879.58
9736,96,60,7258.04,16.82,362234.26
9809,48,96,1609.43,24.72,116311.57
7613,15,61,350.73,17.06,17744.62
9316,14,72,2683.51,27.67,139750.76
13017,36,58,5301.59,2.27,300512.15
5830,63,91,8943.76,10.73,726552.6
3243,38,55,1813.05,26.74,73053.22
2273,92,95,8813.91,22.93,645323.64
742,24,49,4573.2,15.96,188322.55
521,75,60,5039.94,25.31,225859.87
9397,20,24,6302.21,21.5,118733.64
18817,15,62,674.71,29.59,29453.93
12008,80,33,1845.74,18.46,49665.54
4152,88,27,5590.45,9.75,136225.29
17948,64,41,1397.74,19.99,45851.6
10488,95,36,1173.01,23.43,32334.26
1,60,7,8413.46,22.08,45890.38
4387,2,25,5103.71,27.14,92964.08
15658,40,93,8775.06,26.71,598105.46
15629,55,92,8529.45,7.98,722089.59
5041,6,67,8724.97,1.33,576798.17
2037,77,23,6559.55,22.15,117452.02
18560,53,15,4720.92,14.8,60333.36
19428,89,65,7839.6,11.65,450208.63
18291,15,97,1391.49,15.7,113783.53
7253,79,38,7513.04,6.35,267366.55
9130,23,18,4923.76,0.14,88503.6
12537,28,50,4508.24,3.04,218559.48
8714,49,58,335.36,26.42,14311.96
19149,90,81,2031.09,17.95,134987.26
17239,68,77,6832.43,9.83,474381.76
13681,100,41,5001.91,15.77,172737.46
336,67,61,2859.02,12.9,151902.59
15329,35,30,3857.12,12.67,101052.69
17149,16,48,7881.75,29.92,265129.46
11205,71,33,605.44,18.78,16227.37
6534,82,35,4308.36,10.98,134235.57
9117,47,1,8876.98,15.25,7523.24
18282,93,71,9597.24,4.9,648015.24
18512,17,49,8164.67,25.97,296170.95
15207,67,3,6629.81,3.8,19133.63
13859,53,97,7910.8,28.38,549574.35
10513,29,24,2806.8,27.24,49013.46
10826,6,48,4746.84,12.42,199549.56
17395,99,78,2534.89,13.94,170159.05
3323,35,29,3402.23,5.74,93001.32
12835,3,69,9443.76,25.81,483436.46
6524,37,16,7420.9,25.86,88029.68
607,78,63,6742.11,21.8,332156.79
9608,21,74,1851.97,19.43,110417.78
18801,38,56,7032.4,23.45,301464.92
231,31,36,3325.63,0.46,119171.96
2231,49,29,3001.55,16.99,72256.01
16846,7,26,313.5,13.51,7049.8
19955,43,60,2364.49,17.71,116744.33
6696,27,54,9698.59,18.28,427987.14
8765,66,72,836.95,0.7,59838.58
19866,66,60,8570.47,11.74,453857.81
5707,48,37,3025.86,25.36,83564.57
17169,24,90,3848.57,21.48,271970.74
17979,26,96,6738.07,12.68,564833.54
15393,90,32,3654.8,12.68,102123.88
429,53,30,9080.09,8.11,250310.84
17849,64,53,6868.4,1.1,360020.92
7018,53,72,3560.82,27.13,186823.41
9719,11,19,840.01,26.63,11709.99
12191,13,2,5838.88,6.8,10883.67
6458,70,51,2079.49,22.96,81703.99
5414,48,28,4708.49,7.23,122305.85
11142,24,69,9351.81,9.6,583328.5
13038,32,92,8204.09,25.87,559515.66
520,21,89,2837.31,3.59,243455.1
15896,39,1,3966.58,2.76,3857.1
6925,40,75,747.29,20.18,44736.52
9813,84,44,1170.13,22.1,40107.38
4615,63,23,1360.16,2.02,30651.75
880,64,53,5414.26,6.99,266897.57
5453,64,89,4696.23,13.92,359783.82
1967,86,73,8573.61,0.33,623808.15
2421,29,35,9729.76,3.38,329031.29
19360,85,28,9524.64,21.16,210258.33
19760,60,96,309.91,22.67,23006.73
15977,7,27,7342.76,9.11,180193.53
1468,51,28,3446.43,13.85,83134.78
16325,13,66,4304.66,8.74,259276.56
8617,10,89,4115.01,0.98,362646.78
15634,43,63,6067.28,20.87,302465.44
3347,86,58,993.61,11.04,51267.1
9044,3,24,1479.92,20.91,28091.25
166,77,29,9155.01,2.14,259813.69
15346,69,88,6320.25,2.16,544168.47
18292,99,35,3248.33,25.38,84836.63
5541,92,49,4508.4,28.77,157355.33
8427,96,5,8860.04,0.73,43976.81
5547,46,52,7163.96,1.51,366900.78
2088,58,62,9542.94,27.31,430079.31
8326,40,5,6321.93,5.15,29981.75
14465,21,4,7962.22,3.32,30791.5
1961,65,91,4272.66,23.28,298296.61
16431,94,8,5210.99,16.17,34946.98
17972,71,22,5157.47,1.8,111421.98
2816,22,39,7073.76,20.92,218163.25
19010,79,82,7393.56,26.69,444457.94
3239,38,78,1916.58,21.06,118009.96
11387,53,11,3075.03,27.91,24384.68
4740,88,64,6432.97,29.55,290049.75
8692,7,37,8252.84,6.21,286392.53
7403,50,33,5294.97,5.55,165036.27
2526,84,46,1570.21,1.63,71052.32
7958,69,92,7191.97,24.01,502796.38
12348,53,8,6018.32,6.09,45214.43
5319,14,11,1377.85,7.34,14043.87
19657,98,42,472.51,5.58,18738.05
14516,84,16,622.14,27.84,7182.98
16191,63,16,6263.65,8.13,92070.64
16510,13,22,4325.79,11.71,84023.28
6794,2,18,7643.72,27.73,99434.1
14095,100,89,1192.36,5.14,100665.47
15316,100,90,8883.99,15.28,677386.47
2836,89,47,8251.76,1.62,381549.83
18182,44,40,4475.86,4.44,171085.27
16033,7,58,5514.88,21.76,250260.84
18926,62,77,9819.92,1.53,744564.99
8941,5,91,5245.75,4.38,456454.74
13081,29,20,4893.46,12.46,85674.7
3885,35,13,6430.93,23.12,64273.29
9480,80,77,486.05,7.63,34570.26
13874,80,33,103.92,9.86,3091.23
17212,25,55,4920.33,2.18,264718.67
964,9,59,7214.78,18.11,348582.82
6418,60,90,757.23,18.13,55794.98
19405,30,44,2687.18,15.28,100169.47
8876,22,33,8849.91,21.38,229607.37
11137,35,25,6009.92,27.01,109666.02
9734,32,3,9135.48,28.49,19598.35
3517,76,39,4327.39,25.03,126525.53
12490,33,78,2756.26,1.69,211354.98
483,70,46,4343.02,29.32,141203.74
1935,90,79,8930.07,5.84,664275.76
6943,9,93,872.51,6.1,76193.68
4483,35,24,3462.41,7.55,76823.95
8930,59,69,3914.37,26.44,198679.33
17967,35,40,7604.71,5.35,287914.32
8709,7,48,3640.08,15.26,148060.98
1282,64,43,6608.71,24.85,213557.16
13269,10,16,7416.05,20.24,94640.66
433,81,28,7824.62,22.29,170254.34
6749,10,14,9040.38,22.5,98088.12
17372,68,16,8847.83,13.99,121760.3
8475,25,41,9645.88,11.97,348141.99
5759,45,20,3092.16,4.43,59103.55
4790,35,41,8884.29,24.59,274685.37
541,81,21,4510.36,0.72,94035.59
5308,83,93,9332.63,14.26,744167.12
17021,85,46,3304.53,29.09,107789.14
14436,56,58,8535.57,9.24,449319.23
10867,65,6,9239.63,0.59,55110.7
15834,32,32,9030.42,15.31,244731.61
4785,5,70,9347.6,0.79,649162.78
9534,100,35,7602.8,22.81,205401.05
2793,97,22,4569.15,9.68,90790.84
17042,64,81,9336.52,6.25,708991.99
14776,2,91,7592.42,7.68,637848.32
15526,66,19,6931.87,27.16,95934.31
8888,10,54,3867.86,14.07,179477.21
14822,88,27,9825.66,7.21,246165.21
4871,30,36,188.44,3.59,6540.3
15786,62,62,4164.96,10.23,231810.84
17584,35,69,6619.77,8.87,416249.15
17007,26,49,3597.24,18.0,144537.1
17053,82,6,6343.23,13.7,32845.24
17202,53,66,6076.62,1.17,396364.55
10209,65,38,1291.32,19.16,39668.32
11051,17,6,3382.58,6.73,18929.59
11342,49,29,8056.57,26.13,172590.26
3088,72,1,9822.06,11.6,8682.7
4127,50,9,4065.86,26.37,26943.23
7575,78,36,2527.54,9.54,82310.86
12389,87,49,7724.13,13.94,325721.93
16290,70,37,8847.98,7.32,303411.39
11114,63,62,6498.68,7.32,373424.55
12302,40,75,6153.58,24.15,350061.78
11651,43,13,2971.33,8.32,35413.5
11149,86,78,4761.75,28.2,266677.05
10121,27,3,9356.49,22.06,21877.34
8821,9,43,8336.92,4.94,340778.27
13260,59,43,8156.89,5.08,332928.36
6799,6,93,8349.67,0.32,774034.45
6738,43,100,5329.14,18.26,435603.9
16095,5,15,4443.84,1.55,65624.41
3068,15,88,970.34,5.43,80753.25
2888,11,81,7155.21,9.01,527352.57
11936,91,68,8775.82,6.06,560592.36
9541,100,68,280.35,0.5,18968.48
14482,69,26,9792.47,19.95,203810.68
6474,8,96,6773.95,1.75,638918.96
14064,65,50,6830.27,14.08,293428.4
16944,98,42,7254.13,25.27,227682.48
9238,35,62,8258.65,28.88,364160.22
19449,43,99,1229.69,4.97,115688.87
6393,32,11,6821.0,1.74,73725.46
16393,1,50,1221.59,17.63,50311.18
5543,20,16,7884.63,6.83,117537.76
18692,12,97,7063.84,15.55,578645.05
1137,85,69,5229.75,26.07,266778.44
10417,64,40,5249.72,1.97,205852.02
2058,91,34,8087.06,24.34,208034.77
18665,73,73,4734.41,0.97,342259.49
1036,16,42,891.62,1.17,37009.9
6616,8,92,1390.23,1.88,125496.62
14831,44,89,8785.19,13.62,675389.59
3080,19,87,6992.95,5.62,574195.32
15085,15,4,731.78,22.85,2258.27
18259,14,67,4680.24,15.91,263686.13
4237,31,79,3515.48,18.67,225872.05
15212,31,42,4984.76,7.09,194516.3
10142,8,69,9949.36,10.15,616825.5
19621,68,43,1342.48,2.72,56156.48
11961,61,65,1299.09,13.58,72973.78
15890,46,42,8488.73,21.93,278340.36
2176,57,63,4269.22,1.39,265222.3
15105,96,69,6027.23,15.08,353164.34
12072,9,78,1788.41,15.8,117455.62
6360,1,64,7993.03,15.66,431444.58
17795,10,44,453.48,0.62,19829.41
17626,82,47,5731.72,0.01,269363.9
7833,42,66,9855.84,7.15,603975.73
4971,87,58,9391.76,24.3,412354.61
6537,41,49,7295.68,27.8,258106.57
16545,67,84,1443.72,0.85,120241.66
17104,64,53,4967.1,28.84,187333.18
8719,14,55,6469.92,11.45,315101.28
8446,79,38,1553.68,19.43,47568.4
11869,48,88,5590.79,19.77,394723.19
2772,9,22,1926.39,29.28,29971.55
16900,94,61,3732.43,9.99,204933.17
10009,28,36,2279.05,11.28,72791.03
13719,73,53,6117.13,5.56,306181.93
3965,93,81,8389.55,26.37,500355.28
17591,77,18,4097.53,28.08,53044.98
1538,49,38,8778.02,19.07,269953.96
9791,10,46,2047.87,11.23,83623.13
8155,68,27,4161.01,23.8,85608.62
19978,94,36,3271.74,13.96,101340.18
19425,28,79,1765.09,10.73,124479.97
18499,82,25,4063.6,26.07,75105.49
15398,25,48,5658.93,11.14,241369.21
12793,90,6,1918.19,0.18,11488.42
12051,71,91,4812.86,9.65,395706.13
17231,91,66,3492.03,21.44,181060.36
6544,94,36,8150.17,19.25,236925.44
4156,4,54,9269.0,9.49,453026.08
16460,84,58,2582.61,17.9,122978.72
4221,11,97,2896.75,23.82,214054.18
12290,84,63,9075.15,21.2,450526.75
15920,40,63,2944.46,9.35,168156.64
15778,62,38,6510.97,18.1,202634.41
17419,69,29,3347.31,22.39,75337.57
11784,66,10,5044.36,1.1,49888.72
3101,22,18,2895.67,18.19,42641.06
3930,95,98,8611.22,26.25,622375.93
7716,62,51,1939.3,25.57,73614.47
7849,56,45,8777.06,6.32,370005.74
5905,32,58,3642.82,22.77,163174.29
14309,25,73,9272.99,20.33,539308.75
7989,81,48,3750.44,0.78,178616.96
14542,43,75,1875.19,3.57,135618.43
5504,98,41,9875.51,23.73,308814.11
652,39,23,3068.88,7.95,64972.79
1930,54,41,225.79,17.9,7600.32
2522,6,35,4997.65,2.87,169897.61
1103,99,90,3489.78,23.66,239768.82
10213,44,81,7792.31,13.74,544453.38
4445,49,9,548.95,14.83,4207.87
14563,50,100,9036.2,12.32,792294.02
13275,93,23,287.18,6.38,6183.73
19738,67,47,4754.03,0.29,222791.44
14619,92,96,5285.81,5.97,477143.73
9567,75,56,3966.31,14.66,189551.54
6238,90,81,4039.86,27.84,236128.2
16019,36,11,5638.35,1.94,60818.63
15561,18,19,1939.2,9.75,33252.43
12074,9,56,4636.41,9.72,234402.05
16614,94,21,1852.08,10.53,34798.18
16002,1,79,4008.2,18.43,258289.61
1298,68,7,4753.8,15.02,28278.45
14303,37,18,4157.36,26.0,55376.04
3476,24,38,3668.67,19.76,111862.15
3874,28,93,9926.11,13.84,795367.28
71,28,55,1254.45,25.63,51311.4
458,63,35,2913.53,25.68,75786.74
5574,92,65,7103.84,28.0,332459.71
1839,2,94,4242.45,19.53,320906.55
15795,9,13,6941.53,2.25,88209.49
17403,5,57,9696.46,28.92,392857.89
16640,30,45,7758.42,1.74,343054.06
2662,14,76,4528.45,29.88,241326.53
10843,48,37,9638.12,1.2,352331.11
16307,44,23,4792.48,9.43,99832.63
16187,82,61,7602.85,12.49,405848.5
12907,34,78,7303.93,2.61,554837.2
10725,39,46,4035.03,13.64,160293.99
2951,44,2,6443.0,18.35,10521.42
14330,95,51,9400.05,2.28,468472.17
9705,27,78,2307.09,20.09,143800.46
2833,32,19,3030.94,26.46,42350.11
18859,41,80,7271.66,21.82,454798.7
6827,47,36,2899.95,15.12,88613.19
19450,18,88,7325.69,7.13,598696.41
2828,86,76,2982.32,0.21,226180.34
12333,90,20,2492.94,28.36,35718.84
9961,83,77,709.17,17.03,45306.67
16064,47,3,6339.14,5.6,17952.44
13556,39,2,1210.72,18.31,1978.07
4569,47,62,3371.92,24.48,157881.39
18703,35,43,1144.32,5.38,46558.49
4130,8,92,6515.92,3.11,580821.29
24,76,84,1471.01,17.56,101866.85
19464,81,99,3041.82,0.92,298369.69
1943,53,14,9162.43,13.07,111508.61
15376,17,19,1901.28,12.09,31756.89
12387,73,99,5216.56,15.1,438457.08
13681,16,74,489.42,11.68,31986.93
18139,3,58,3440.57,14.22,171176.61
3416,48,80,3517.91,18.28,229986.88
4532,93,2,4128.81,5.54,7800.15
9263,58,82,2548.51,0.11,208747.94
5270,61,70,8190.16,7.8,528592.93
6724,42,67,2505.43,13.16,145772.93
13684,44,49,892.55,21.13,34493.76
11069,65,24,7923.74,15.37,160940.67
19609,8,65,8961.1,19.37,469646.77
5997,30,84,4647.06,28.38,279570.85
5817,18,85,996.01,25.35,63199.32
12032,59,11,1373.07,14.39,12930.34
11651,45,52,2397.35,5.18,118204.7
7944,37,76,5086.75,12.47,338384.85
16284,51,32,4595.78,3.82,141447.08
15772,74,27,6206.32,23.8,127688.83
9327,51,8,8053.87,29.65,45327.18
1277,41,10,1507.51,16.57,12577.16
4515,26,76,394.19,27.84,21618.01
11385,4,75,2730.34,21.72,160298.26
7240,43,94,9432.04,18.58,721879.29
1620,21,34,3913.48,12.52,116399.42
125,59,65,8883.81,7.08,536564.36
9547,44,6,7964.47,4.16,45798.89
8119,47,86,4364.27,1.52,369622.25
11284,74,5,3836.36,0.35,19114.66
3990,43,21,6750.65,25.79,105202.8
9455,55,16,7036.84,28.12,80929.29
19927,6,90,5623.14,0.14,505374.08
15894,25,48,549.82,9.05,24002.94
472,93,1,9460.04,7.59,8742.02
13679,89,89,8263.78,7.84,677815.07
18403,7,73,834.44,9.75,54974.99
2588,63,79,7328.95,21.33,455489.11
770,34,92,2749.27,29.69,177837.08
5219,81,2,4833.72,3.46,9332.95
6569,99,97,6572.78,16.19,534338.75
14417,53,100,8357.41,2.31,816435.38
1222,82,46,930.29,3.14,41449.63
3649,62,34,7926.8,18.48,219705.53
16520,97,41,4621.66,4.75,180487.38
14358,67,63,806.26,1.08,50245.8
1044,70,25,3512.14,19.32,70839.86
11574,93,38,3248.85,26.01,91345.32
15539,68,39,1446.17,25.88,41804.15
3985,57,9,6490.31,19.78,46858.74
7596,29,97,2734.47,23.81,202089.09
8378,20,15,7260.97,3.79,104786.69
8788,86,74,6771.15,16.36,419090.85
596,31,44,3027.27,25.16,99686.79
16375,22,5,2562.18,23.32,9823.4
19221,76,14,7599.9,28.36,76223.96
3849,25,74,749.59,26.2,40936.61
800,62,86,7181.89,27.58,447296.73
19205,35,36,8539.9,18.9,249330.92
4692,49,63,4295.91,23.53,206960.19
16681,31,23,5855.24,12.3,118106.05
15246,94,70,2024.9,12.65,123812.51
14133,6,19,1738.88,12.14,29027.82
10567,46,54,1577.24,28.12,61220.89
10178,4,84,275.36,0.36,23046.97
9701,28,46,2663.75,8.69,111884.43
10039,52,61,3133.99,21.64,149803.47
15328,48,28,1429.53,0.51,39822.7
15502,39,23,2821.25,9.92,58451.79
12249,8,37,8484.63,15.53,265177.78
7819,19,72,479.92,7.32,32024.87
3164,68,20,4919.34,9.13,89404.09
7431,46,53,1905.53,5.89,95044.6
13162,21,70,1760.41,5.49,116463.44
13133,46,69,9247.52,5.47,603175.97
6435,19,3,4574.0,15.16,11641.74
13300,36,14,9713.55,25.73,100999.55
6501,72,90,7922.52,27.49,517015.73
16579,27,100,7381.24,3.38,713175.41
19738,26,77,3643.71,14.3,240444.78
1586,23,13,295.46,5.73,3620.89
12765,42,72,1363.68,9.56,88798.48
17147,48,100,8478.12,16.97,703938.3
2750,7,4,1129.48,25.66,3358.62
3024,98,14,639.83,0.86,8880.58
14068,31,13,7141.53,12.08,81624.83
9074,80,70,6184.55,12.84,377331.76
3944,72,38,9209.16,27.4,254062.31
5536,31,37,6953.74,24.28,194818.76
18970,2,94,7035.49,15.6,558167.63
14303,69,55,3509.04,8.69,176225.74
16470,35,81,5800.38,12.67,410303.22
11586,95,39,7310.11,2.57,277767.37
13740,77,25,3111.15,20.14,62114.11
12776,100,31,4028.27,15.47,105558.0
17904,88,23,991.24,8.88,20774.01
1928,91,99,5432.56,11.1,478125.04
4536,15,63,8571.51,25.64,401547.81
4159,47,40,6046.19,15.75,203756.6
13504,38,73,6011.73,20.41,349285.72
1988,49,46,2539.52,22.9,90066.62
14671,44,82,4876.28,5.65,377263.15
19558,6,92,2549.36,20.61,186202.2
2486,54,50,8469.12,0.83,419941.32
6846,38,85,6176.35,29.68,369172.79
