id,deal_id,product_id,quantity,price,discount_percentage,total_amount
8984,820,2130,23,8618.12,17.89,162755.78
8985,330,868,37,2051.9,20.8,60128.88
8986,2226,4045,53,8531.85,3.63,435773.62
8987,5534,3871,74,7025.1,29.07,368734.85
8988,4556,4782,84,3900.6,29.1,232304.13
8989,9452,127,88,8831.93,29.22,550109.12
8990,8533,1057,64,1242.45,28.01,57244.14
8991,8944,4077,70,6164.9,17.01,358137.54
8992,9864,2679,22,6998.41,1.47,151701.73
8993,9151,3647,63,2899.78,14.52,156160.11
8994,203,1164,65,6977.85,13.51,392284.26
8995,7751,1048,1,8646.63,27.0,6312.04
8996,2444,1953,65,784.99,19.9,40870.5
8997,5999,3255,87,1165.59,26.82,74209.15
8998,3932,2663,60,2772.86,25.73,123564.19
8999,5150,3495,100,2703.05,3.36,261222.75
9000,7287,385,92,3000.69,0.92,273523.7
9001,7099,3428,31,1993.88,8.2,56741.84
9002,5513,950,25,3382.28,26.94,61777.34
9003,5951,1312,76,811.18,26.44,45349.5
9004,1928,3370,44,3903.46,21.39,135014.44
9005,8543,482,92,2221.61,29.73,143623.53
9006,3615,955,36,6297.87,0.94,224592.12
9007,9051,2161,21,5438.62,26.89,83499.68
9008,6401,645,56,1803.4,5.49,95446.03
9009,9355,174,94,8888.52,17.34,690641.56
9010,3265,4118,78,4479.39,25.76,259388.93
9011,7454,4751,53,7880.41,26.76,305895.45
9012,1059,2341,29,4527.88,10.62,117363.56
9013,2888,3192,17,3652.35,24.17,47082.81
9014,7578,2887,67,7436.95,10.47,446106.19
9015,2800,3634,42,1184.1,7.64,45932.66
9016,3582,3414,33,5940.59,11.77,172965.62
9017,935,3902,93,4908.03,14.9,388436.22
9018,3783,1010,72,3601.55,11.06,230631.74
9019,6978,2817,73,6214.06,23.98,344846.77
9020,6089,3428,16,6099.6,20.64,77450.28
9021,2591,2710,97,2620.51,24.28,192472.27
9022,9859,794,81,2127.45,5.55,162759.5
9023,6657,4965,7,5672.51,6.14,37269.53
9024,4253,3904,79,1370.11,18.04,88712.43
9025,9313,2928,66,6164.46,9.02,370156.1
9026,2227,1597,59,9917.13,11.55,517530.39
9027,8130,1853,86,1234.28,10.27,95246.67
9028,8036,4193,11,4248.97,5.8,44027.83
9029,9141,3040,48,4594.35,8.97,200747.37
9030,9535,1149,52,4094.81,2.33,207968.85
9031,1445,1798,3,6345.1,5.24,18037.85
9032,1980,1102,53,1262.31,9.22,60734.03
9033,9152,4095,10,1130.88,14.98,9614.74
9034,8839,1241,42,915.56,10.47,34427.44
9035,6945,320,11,5026.44,28.14,39732.0
9036,4741,1980,100,5036.29,16.45,420782.03
9037,7920,2892,88,7545.8,2.7,646101.58
9038,1750,2457,16,8632.72,17.03,114601.08
9039,2965,2840,55,5466.97,22.98,231586.32
9040,5852,1029,100,1903.23,19.65,152924.53
9041,1919,2190,89,2341.78,0.73,206896.97
9042,6829,2802,30,1378.84,25.12,30974.26
9043,1582,4879,90,9128.81,5.71,774679.95
9044,4558,1852,66,1708.9,29.05,80022.66
9045,5517,4280,48,7301.58,8.3,321386.35
9046,9658,4939,29,1456.13,2.37,41226.97
9047,554,1307,31,8671.14,7.8,247838.52
9048,8625,2117,63,9847.02,10.86,552990.92
9049,8372,3675,99,6701.54,5.59,626365.47
9050,7046,4383,45,526.62,6.09,22254.7
9051,5622,1102,39,2076.78,18.63,65905.16
9052,3131,4111,17,3679.74,27.22,45527.95
9053,4113,845,5,2955.32,13.68,12755.16
9054,2312,145,3,2477.69,26.72,5446.95
9055,3245,490,58,8922.57,13.38,448266.35
9056,1376,610,19,1832.92,11.55,30803.14
9057,8613,622,24,275.68,2.39,6458.19
9058,1216,3078,6,6030.34,16.76,30117.93
9059,5287,2926,76,404.85,16.28,25759.47
9060,3000,3906,17,1483.81,15.45,21327.54
9061,3498,1015,97,9552.69,15.59,782152.29
9062,6349,1153,26,8550.9,15.19,188552.48
9063,5840,4860,23,5699.79,24.4,99107.95
9064,1268,2400,70,3689.55,4.13,247602.01
9065,1145,307,86,5161.94,19.08,359225.6
9066,9413,4252,32,5461.78,10.62,156215.65
9067,3713,1632,93,1399.04,14.41,111361.77
9068,931,3478,3,6881.11,12.23,18118.65
9069,1618,4771,29,5960.89,17.85,142009.26
9070,8053,1745,61,8214.29,18.85,406619.68
9071,2802,1936,76,5049.71,9.23,348355.25
9072,7782,475,59,961.4,13.55,49036.69
9073,1048,4743,48,7580.78,22.15,283278.59
9074,6969,2084,53,7851.19,23.23,319450.0
9075,1985,222,94,6106.2,2.4,560207.21
9076,6451,634,86,5737.21,4.15,472923.96
9077,8048,3121,65,5978.27,14.96,330454.85
9078,3514,2695,32,2814.31,10.07,80989.09
9079,3010,1718,7,1171.61,8.09,7537.79
9080,4877,240,57,5429.76,1.46,304977.67
9081,4387,2563,5,5363.66,7.24,24876.66
9082,9031,2519,88,4660.73,2.89,398291.07
9083,7457,4552,59,2197.93,1.42,127836.44
9084,1593,851,9,7161.09,0.57,64082.45
9085,887,4431,1,1913.42,14.57,1634.63
9086,9631,2726,2,5379.36,6.33,10077.69
9087,913,696,11,8843.84,0.8,96503.98
9088,9449,4539,56,6579.04,11.95,324399.3
9089,4407,1650,87,2261.62,21.56,154339.28
9090,4987,500,55,1114.05,2.08,59998.28
9091,2751,358,14,8181.12,8.48,104823.05
9092,8490,1078,83,4459.39,23.32,283815.2
9093,7014,476,62,6336.56,24.63,296103.65
9094,4040,2020,8,9547.59,19.6,61410.1
9095,511,4545,45,8398.03,21.1,298172.06
9096,1595,1887,73,8577.55,17.88,514203.54
9097,366,4451,19,9431.49,1.19,177065.85
9098,6528,1503,64,9737.73,19.3,502934.28
9099,9459,1263,12,9819.11,15.75,99271.2
9100,9603,4140,65,9939.92,0.99,639698.46
9101,8909,2095,91,888.43,5.44,76449.05
9102,8964,1563,70,8515.83,8.11,547763.73
9103,1344,2068,84,643.99,13.99,46527.25
9104,1679,3715,60,9997.39,23.71,457620.53
9105,429,4098,20,675.01,13.96,11615.57
9106,9494,2868,94,2203.1,3.33,200195.26
9107,7756,2318,61,5546.28,2.36,330338.66
9108,5359,973,38,8846.35,5.82,316596.71
9109,5269,1424,7,7863.03,20.52,43746.75
9110,6568,692,21,5180.52,24.11,82561.43
9111,1148,4605,84,8563.71,1.33,709784.26
9112,7618,3125,36,261.37,28.09,6766.24
9113,7702,2903,15,4630.75,2.1,68002.56
9114,1181,2918,35,8880.39,25.69,230965.62
9115,1340,2382,61,335.57,0.17,20434.97
9116,8750,314,99,7130.17,2.72,686686.71
9117,1923,3098,51,5640.02,23.8,219182.46
9118,9017,1451,49,3387.59,12.9,144578.95
9119,2930,1992,18,9237.07,10.51,148792.57
9120,484,3230,38,9081.45,28.67,246156.33
9121,3292,1042,95,7231.52,23.2,527611.7
9122,5995,4417,9,4005.22,22.21,28040.95
9123,4757,4043,48,6736.74,21.95,252385.23
9124,9454,4790,16,1871.87,1.46,29512.65
9125,8269,1321,56,7535.15,24.32,319345.69
9126,1654,2954,83,7281.38,11.88,532557.22
9127,7810,2990,29,4313.75,11.61,110574.79
9128,7449,756,11,3632.66,12.27,35056.26
9129,5923,3873,100,9511.28,15.62,802561.81
9130,4582,2936,100,8540.65,27.32,620734.44
9131,6759,601,2,6741.47,27.89,9722.55
9132,1475,4860,37,9129.89,5.36,319699.53
9133,2323,662,81,9504.04,11.72,679603.49
9134,9156,3812,24,2471.99,11.59,52451.67
9135,4907,2679,26,8678.91,28.86,160528.59
9136,7026,2848,2,6959.73,0.27,13881.88
9137,4257,3372,65,8065.66,21.85,409715.36
9138,876,3803,12,2027.55,17.58,20053.28
9139,1052,298,97,5510.4,5.76,503721.09
9140,2314,2836,47,5516.85,28.06,186534.63
9141,1228,2775,18,640.67,23.66,8803.57
9142,7539,3292,83,7181.64,5.7,562099.78
9143,7163,559,35,5355.49,13.68,161800.06
9144,4276,673,25,4452.91,17.86,91440.51
9145,2954,806,75,8354.82,1.47,617400.31
9146,5950,3636,91,4330.15,16.36,329578.11
9147,4297,2324,5,6648.38,7.51,30745.43
9148,3572,2475,44,2254.22,11.43,87848.76
9149,5705,4516,98,638.29,21.54,49078.63
9150,1441,3742,74,1145.8,25.54,63134.04
9151,4753,2644,8,1579.54,17.3,10450.24
9152,1345,773,77,6479.17,20.8,395125.7
9153,8316,2463,35,6324.69,19.32,178596.6
9154,2274,1286,16,7199.51,10.37,103246.73
9155,2701,1087,25,5628.39,6.73,131239.98
9156,4843,1664,47,5953.23,4.58,266986.89
9157,1930,1609,12,442.53,4.7,5060.77
9158,8410,2065,32,1536.96,20.13,39282.24
9159,271,4790,69,5250.45,14.49,309786.53
9160,8000,1870,88,9166.22,10.2,724351.37
9161,5638,1351,8,7845.92,21.25,49429.3
9162,2326,1148,53,8604.48,24.84,342757.74
9163,8366,3866,18,1058.51,28.03,13712.57
9164,989,1132,26,8241.52,28.23,153788.41
9165,5504,137,9,9356.7,13.39,72934.54
9166,2536,4085,91,8069.88,17.28,607461.83
9167,2508,1404,57,5808.94,23.37,253729.27
9168,658,1121,59,8230.43,12.49,424944.51
9169,638,2519,63,6053.38,18.54,310658.25
9170,6839,3457,22,2250.0,8.06,45510.3
9171,2458,1889,29,4017.61,16.26,97566.05
9172,7056,1511,98,1021.76,15.11,85002.46
9173,5709,377,83,1910.45,18.18,129739.81
9174,5567,829,89,9142.42,8.67,743129.72
9175,3064,3510,47,4482.87,12.47,184421.24
9176,413,3461,63,273.72,4.86,16406.28
9177,5376,4862,16,8753.94,9.88,126224.81
9178,5558,2747,53,1912.14,20.21,80861.91
9179,8977,4993,14,1151.26,7.95,14836.29
9180,8949,690,66,4821.93,1.9,312200.68
9181,5492,1373,31,7626.18,25.73,175582.88
9182,1067,343,3,1918.14,11.54,5090.36
9183,6660,994,32,8181.5,21.91,204445.87
9184,9927,4941,79,2553.14,22.9,155509.2
9185,2920,4513,52,7945.73,6.58,385990.85
9186,4476,2934,76,2099.45,2.45,155649.02
9187,2299,2106,2,3596.26,18.56,5857.59
9188,8044,3837,42,7959.32,23.61,255365.23
9189,4058,2048,66,886.97,2.93,56824.8
9190,6635,656,62,4359.46,22.64,209093.65
9191,4205,1797,39,8226.75,5.97,301688.91
9192,9874,4312,88,2946.76,5.8,244274.62
9193,8110,958,11,4604.41,7.68,46758.7
9194,1287,48,52,7093.84,23.04,283889.8
9195,358,398,76,5396.32,5.67,386866.5
9196,3923,2294,98,1064.92,3.93,100260.73
9197,1694,1852,48,9859.83,25.11,354433.28
9198,4666,1172,5,4209.48,18.79,17092.59
9199,3360,3575,55,8758.4,17.77,396111.78
9200,3842,2436,43,953.79,8.38,37576.08
9201,6999,4024,95,3486.08,24.45,250204.68
9202,5700,399,85,4408.17,2.33,365964.07
9203,6997,2266,56,1152.43,28.62,46065.85
9204,246,3233,32,5945.1,20.86,150558.47
9205,9679,1380,66,8193.13,19.14,437247.68
9206,7927,1582,62,9825.59,15.62,514031.64
9207,6195,921,94,961.12,4.14,86604.99
9208,988,2679,26,7360.55,26.87,139952.03
9209,9711,3908,47,4524.2,0.36,211871.91
9210,2983,146,100,8722.47,7.92,803165.04
9211,9779,2577,37,7096.73,7.13,243857.13
9212,9334,35,48,7209.99,26.08,255821.98
9213,9917,122,30,3915.29,17.16,97302.79
9214,4272,1859,65,2235.07,16.88,120756.36
9215,7635,2508,91,4841.9,18.02,361214.46
9216,5169,304,82,8753.73,1.3,708474.38
9217,6696,3255,59,5373.44,11.89,279337.74
9218,9859,28,74,7089.51,1.15,518590.57
9219,8981,1004,52,3642.68,21.21,149243.51
9220,7409,482,54,3954.14,21.73,167124.89
9221,9081,1301,77,1565.86,19.6,96939.26
9222,752,3217,54,1041.08,19.41,45306.34
9223,3918,3528,47,3553.23,24.9,125418.36
9224,6962,2267,29,4031.01,2.57,113894.98
9225,9584,1689,58,6525.92,8.23,347352.53
9226,6929,3004,55,5615.6,9.45,279670.92
9227,7046,3980,60,4018.99,20.35,192067.53
9228,1692,2187,3,8372.89,10.87,22388.27
9229,9501,3424,91,9084.62,20.08,660698.98
9230,89,783,83,2720.58,29.14,160007.65
9231,1242,2742,94,5697.66,14.11,460009.7
9232,9033,1249,30,4278.19,19.07,103870.18
9233,3941,3942,54,4676.77,15.76,212744.4
9234,3231,1380,53,5335.92,17.45,233454.5
9235,3834,3201,77,5359.24,0.47,410721.97
9236,6675,4528,10,5864.89,9.46,53100.71
9237,5589,3316,57,7685.32,15.81,368805.44
9238,7317,1614,100,1939.6,2.91,188315.76
9239,4858,4981,64,7223.67,4.61,441002.16
9240,7223,879,14,3340.65,7.8,43121.11
9241,1250,1852,10,9511.62,9.6,85985.04
9242,2601,1775,57,380.47,10.06,19505.1
9243,9044,2541,36,3354.34,14.89,102775.64
9244,5691,4730,65,3282.52,0.21,212915.74
9245,4642,3352,59,7644.67,17.75,370976.72
9246,9535,3123,65,7727.67,7.66,463822.48
9247,6105,4960,14,2586.01,15.17,30711.97
9248,5356,1659,58,744.8,0.39,43029.93
9249,940,4489,1,3756.64,21.42,2951.97
9250,3456,1031,56,3955.38,6.64,206793.6
9251,4644,1283,38,988.82,20.43,29898.55
9252,7308,2093,7,8151.53,16.03,47913.88
9253,1928,2699,95,7784.89,28.88,525978.31
9254,5677,1836,35,4358.29,8.36,139787.79
9255,9419,3338,62,8254.73,1.33,504986.41
9256,7114,2432,95,2633.15,28.01,180082.45
9257,5341,3402,39,9099.42,15.7,299161.63
9258,1117,4231,82,7164.33,26.21,433497.85
9259,9713,2625,52,1294.2,9.19,61113.68
9260,991,445,39,2941.96,23.35,87945.48
9261,781,1365,12,6006.11,7.38,66754.31
9262,6691,2772,24,7557.72,0.44,180587.18
9263,6794,1284,30,8385.09,11.22,223328.49
9264,6706,2086,89,4165.11,17.66,305230.09
9265,1959,464,81,269.26,8.21,20019.45
9266,1502,861,24,7177.38,13.39,149191.89
9267,1377,477,35,7017.27,21.49,192824.05
9268,2183,4347,48,688.24,2.78,32117.13
9269,1538,3031,41,6901.39,0.77,280778.22
9270,713,2221,100,1073.98,16.07,90139.14
9271,4142,3473,21,2976.18,24.43,47231.08
9272,5013,3152,66,2375.01,13.29,135918.5
9273,8550,2644,70,4856.76,5.05,322804.55
9274,6008,1021,29,1749.85,10.53,45402.13
9275,1,4510,37,8743.99,26.4,238116.34
9276,9884,1076,46,8903.8,14.16,351579.01
9277,7668,3859,57,5257.9,9.97,269820.18
9278,6291,481,96,8192.0,16.89,653603.64
9279,2159,4825,2,5297.85,9.27,9613.48
9280,9010,3194,82,6644.03,20.14,435085.63
9281,5909,2657,52,5309.43,16.46,230645.89
9282,5222,2372,61,710.07,13.11,37635.77
9283,9639,3704,34,354.71,10.77,10761.26
9284,9639,4726,31,2651.67,28.42,58840.03
9285,5536,2891,79,5313.41,0.37,418206.28
9286,7263,4007,20,9826.91,16.07,164954.51
9287,948,2775,68,2185.27,0.93,147216.4
9288,73,506,6,8280.35,20.28,39606.57
9289,8516,3466,98,3602.71,20.46,280828.36
9290,6946,3134,89,8486.75,18.69,614151.3
9291,1379,1517,12,1116.16,7.74,12357.23
9292,7114,768,51,7359.56,11.23,333187.15
9293,424,174,2,5063.86,17.08,8397.91
9294,2866,1669,47,7213.26,24.21,256945.7
9295,3171,3199,36,2762.73,12.61,86916.59
9296,4117,1578,20,1026.76,1.58,20210.74
9297,4974,1067,42,7941.72,1.46,328682.38
9298,9874,3534,58,1020.75,12.57,51761.62
9299,9179,2996,79,8864.81,4.43,669295.81
9300,2114,3339,9,7136.32,29.85,45055.16
9301,6032,4008,8,1974.85,13.81,13616.99
9302,6827,338,68,6428.06,24.27,331021.95
9303,1395,701,69,7007.57,8.24,443680.09
9304,1389,4262,76,6233.69,2.72,460874.16
9305,5689,4358,15,1374.19,5.12,19557.47
9306,5847,2943,50,819.61,4.94,38956.06
9307,1835,341,13,4374.11,12.24,49903.35
9308,3752,3995,11,5515.44,28.57,43336.47
9309,5456,2320,62,5714.12,16.01,297555.94
9310,8546,1871,40,7282.26,22.78,224934.45
9311,4056,1044,44,5759.81,29.29,179201.51
9312,8183,581,40,8006.31,12.1,281501.86
9313,3487,1690,16,1645.79,25.62,19586.22
9314,7595,3912,7,8334.64,4.22,55880.43
9315,2007,99,7,6927.72,15.12,41161.74
9316,7248,2945,12,7434.5,28.01,64225.16
9317,195,4140,100,8655.84,13.12,752019.38
9318,8343,4695,33,552.68,9.22,16556.86
9319,342,1606,30,4080.87,7.96,112680.98
9320,8578,1593,91,6408.04,22.7,450760.76
9321,812,2053,45,3785.97,18.5,138850.45
9322,3405,3860,100,2954.7,5.87,278125.91
9323,3541,4663,7,1264.94,3.62,8534.04
9324,4322,72,90,2887.2,29.61,182907.01
9325,9261,4493,23,6907.07,20.49,126311.66
9326,3836,3669,87,7638.14,3.55,640927.78
9327,3370,3246,12,2379.98,23.45,21862.5
9328,7482,3530,54,4752.81,19.23,207297.61
9329,5494,2106,44,1072.65,23.89,35921.33
9330,1365,1284,12,5990.23,5.89,67648.87
9331,2759,3817,19,5584.0,6.98,98690.5
9332,6101,2713,88,3029.53,20.64,211572.68
9333,5596,64,92,6726.46,8.41,566790.35
9334,4788,2461,47,3647.49,20.47,136339.89
9335,9944,261,42,3804.67,29.92,111985.13
9336,5144,4985,92,6219.64,24.65,431157.88
9337,4490,4792,1,3544.88,25.61,2637.04
9338,6046,235,77,6399.06,18.34,402361.37
9339,5757,4217,50,1850.23,13.83,79717.16
9340,8546,1682,80,4301.05,3.26,332866.86
9341,8668,727,8,4638.46,23.4,28424.48
9342,2621,3058,2,446.58,21.33,702.65
9343,6344,1632,24,1926.06,20.7,36656.77
9344,826,3049,88,8240.16,15.96,609402.68
9345,4187,1745,97,4111.03,4.3,381622.8
9346,6746,263,63,8601.72,25.98,401120.57
9347,1379,3182,74,350.11,15.36,21928.65
9348,3772,2350,48,6905.33,10.36,297117.01
9349,8271,1461,5,4206.54,25.25,15721.94
9350,6557,1132,95,9469.49,1.04,890245.69
9351,1298,3772,14,1845.78,22.71,19972.45
9352,8113,4319,38,6689.92,25.7,188883.2
9353,2993,4050,82,5865.4,17.74,395640.0
9354,6620,1127,39,6733.51,4.19,251603.66
9355,6616,2006,65,2853.7,5.06,176104.68
9356,3963,1024,14,4288.08,12.04,52805.13
9357,2716,1456,62,5649.22,13.01,304683.9
9358,970,4717,7,3189.16,2.72,21716.9
9359,8757,859,43,180.29,15.58,6544.64
9360,513,251,81,4274.97,21.02,273486.08
9361,6727,136,69,167.89,2.24,11324.92
9362,3657,4503,16,2653.61,12.25,37256.68
9363,696,1728,74,8361.32,23.84,471230.62
9364,2888,2134,33,4294.3,23.58,108296.23
9365,8658,1249,18,6386.57,4.78,109463.26
9366,6653,3534,21,6385.38,15.88,112799.01
9367,1303,4563,41,8908.72,5.97,343451.65
9368,1163,1113,87,4372.67,7.9,350368.93
9369,5061,2404,33,5457.67,22.89,138877.51
9370,9337,4845,74,237.09,8.52,16049.85
9371,6599,207,31,6635.47,15.32,174186.4
9372,7080,3367,67,4418.17,3.31,286219.21
9373,816,3241,79,4650.43,25.19,274839.95
9374,1670,483,87,8423.91,16.49,612028.23
9375,4391,1541,36,1077.89,24.89,29145.71
9376,5041,4160,33,754.03,0.28,24813.32
9377,9697,4832,58,1204.59,25.35,52155.13
9378,4050,3678,4,6648.05,13.73,22941.09
9379,2375,1612,67,759.62,17.85,41809.86
9380,9403,534,61,9133.82,1.65,547969.83
9381,5543,532,38,2906.9,24.45,83454.19
9382,5508,1065,85,4433.19,2.61,366986.12
9383,3592,650,56,7548.24,12.0,371977.27
9384,3778,2335,68,8715.37,3.82,570006.11
9385,401,2876,38,8490.18,1.82,316755.03
9386,1910,2070,68,911.03,11.35,54918.71
9387,8012,3232,19,6280.7,6.97,111015.77
9388,829,2712,36,1359.41,7.99,45028.55
9389,7132,559,73,7494.99,1.61,538325.41
9390,942,1662,9,628.38,9.93,5093.84
9391,9452,3299,53,4729.08,5.07,237933.73
9392,5266,381,21,1703.13,12.45,31312.9
9393,3290,1118,80,4138.28,27.94,238563.57
9394,1478,3561,100,9830.73,4.95,934410.89
9395,9985,519,16,3165.35,18.59,41230.58
9396,8180,4526,41,5840.65,7.74,220931.93
9397,1628,1112,93,2109.12,28.13,140971.68
9398,8057,4527,30,8644.07,10.41,232326.67
9399,2014,1021,95,8949.83,17.48,701612.97
9400,684,2315,67,3149.15,3.26,204114.68
9401,5320,3426,1,7482.02,24.42,5654.91
9402,9042,3076,80,5174.17,0.78,410704.92
9403,5790,3942,39,935.03,19.29,29431.85
9404,3607,4270,87,7100.76,28.87,439417.04
9405,8498,425,53,1716.71,20.87,71996.93
9406,3833,1873,41,8602.05,18.2,288495.55
9407,991,4836,40,8483.55,24.78,255253.05
9408,2818,1624,95,8968.94,28.55,608789.22
9409,9709,3785,67,5232.26,1.26,346144.35
9410,9765,2393,10,2454.53,17.2,20323.51
9411,8461,4772,29,4189.41,1.19,120047.12
9412,1704,4491,11,5929.95,24.11,49502.63
9413,9626,2044,47,8023.95,10.95,335830.39
9414,5249,3616,8,8411.83,24.18,51022.8
9415,1671,4146,94,7681.63,10.03,649649.28
9416,7421,2762,13,3348.02,21.47,34179.6
9417,7556,620,85,8017.85,9.27,618340.6
9418,3177,4008,26,480.03,17.88,10249.22
9419,3062,3890,26,6254.28,22.43,126137.57
9420,1619,455,36,5360.43,5.87,181647.82
9421,1629,937,15,789.38,19.87,9487.95
9422,6770,4584,47,5094.74,6.81,223146.05
9423,527,71,3,4501.52,9.92,12164.91
9424,8691,1253,79,4159.85,17.62,270723.87
9425,4360,4218,31,8574.67,27.62,192396.73
9426,9793,4100,32,8573.91,12.59,239822.55
9427,5024,125,17,9590.76,4.51,155689.68
9428,6112,2412,52,591.75,27.23,22392.06
9429,5228,2367,2,2236.01,1.99,4383.03
9430,8953,3251,64,7207.6,1.23,455612.58
9431,1216,2546,68,4741.76,2.47,314475.42
9432,9837,1850,78,6765.0,16.79,439074.21
9433,7682,2030,78,857.4,29.48,47161.8
9434,4100,2009,72,1851.29,18.14,109113.55
9435,7644,1117,77,4913.87,21.59,296678.34
9436,6207,4926,90,848.7,20.49,60732.12
9437,6765,1418,9,5687.01,9.69,46223.45
9438,5834,1684,21,5487.54,27.5,83547.8
9439,3373,4847,6,2450.71,5.36,13916.11
9440,2905,3822,96,9859.3,27.51,686112.63
9441,8887,870,43,9400.33,27.35,293661.61
9442,6575,3072,86,1924.78,20.21,132077.25
9443,6838,3103,49,8262.45,10.14,363807.24
9444,3865,2889,4,3749.08,28.9,10662.38
9445,841,1455,89,3258.07,10.05,260826.42
9446,5397,276,81,5709.33,1.78,454224.02
9447,5983,2986,52,7371.84,23.46,293405.13
9448,8219,400,35,9666.66,12.07,297496.29
9449,9561,4577,96,7875.03,28.3,542054.06
9450,6587,1713,60,574.81,28.31,24724.88
9451,9686,3846,70,1099.92,25.6,57283.83
9452,7524,4416,61,1138.63,7.13,64504.19
9453,9189,3954,18,6119.09,11.32,97675.36
9454,6584,1640,94,2687.9,29.91,177091.22
9455,6550,2656,23,3774.89,20.1,69371.15
9456,7626,2397,80,1305.31,8.28,95778.43
9457,6411,1269,88,1763.14,1.81,152347.99
9458,2457,2707,12,5717.43,24.27,51957.72
9459,4205,2724,91,4671.53,9.97,382725.84
9460,270,1308,43,502.74,9.98,19460.36
9461,1772,4895,94,685.36,12.21,56557.69
9462,7870,548,48,3699.89,20.84,140583.98
9463,3714,441,11,8645.17,21.52,74632.02
9464,9139,2590,17,2418.02,29.49,28984.08
9465,2593,1875,26,8710.72,8.48,207273.32
9466,7988,4943,50,8498.84,25.18,317941.6
9467,6501,3721,86,3775.42,6.3,304230.89
9468,3187,1892,52,8997.85,20.01,374263.77
9469,7165,255,93,5781.89,28.57,384090.37
9470,4821,1214,12,3357.52,1.31,39762.44
9471,7548,4166,52,4808.25,7.86,230376.72
9472,7384,3095,29,4989.15,25.84,107298.66
9473,1571,2584,50,4566.96,6.4,213733.73
9474,824,1732,37,2617.01,27.1,70588.61
9475,6718,664,82,2878.29,17.65,194362.29
9476,1455,4826,32,6607.06,2.85,205400.28
9477,1907,511,45,6099.16,25.17,205380.06
9478,7323,4206,40,3769.3,0.68,149746.75
9479,321,4253,16,6545.79,13.41,90687.99
9480,9960,2633,99,4183.98,25.28,309500.72
9481,9212,661,90,1325.76,16.76,99320.64
9482,3201,903,14,6326.52,16.38,74063.3
9483,419,2782,100,7733.83,6.77,721024.97
9484,441,696,24,1065.29,16.18,21430.23
9485,769,2713,29,3391.07,0.42,97928.0
9486,3982,2026,2,6641.8,5.57,12543.7
9487,6461,1319,27,2918.94,21.02,62245.23
9488,6634,726,83,5486.28,29.98,318843.94
9489,5824,914,45,7239.16,16.72,271294.76
9490,9165,4898,52,7519.9,11.57,345792.07
9491,5935,4710,13,3915.64,25.49,37928.06
9492,5568,3488,75,6928.71,2.59,506194.23
9493,1215,1003,2,9784.5,25.82,14516.28
9494,394,2028,2,8194.69,13.45,14185.01
9495,6825,4231,4,5261.25,3.0,20413.65
9496,8708,296,47,2243.49,15.81,88773.33
9497,7884,2780,85,7006.06,11.11,529353.37
9498,6785,1778,88,4231.04,16.07,312497.84
9499,9981,3151,40,1840.92,23.59,56265.88
9500,1619,1597,57,5361.55,20.78,242102.93
9501,2894,2677,48,8011.32,9.23,349050.01
9502,1267,657,46,4792.53,18.7,179231.04
9503,7194,3100,5,2546.97,7.47,11783.56
9504,7793,4047,81,5097.64,29.03,293041.4
9505,357,2325,44,2828.65,20.97,98361.21
9506,1779,3397,97,9165.02,2.56,866248.36
9507,5426,3633,35,230.24,23.49,6165.48
9508,6970,2543,19,8729.54,26.74,121509.96
9509,2467,1853,94,214.13,1.54,19818.25
9510,838,3343,60,7612.32,6.91,425178.52
9511,8800,45,96,8881.16,7.89,785321.9
9512,2489,1817,30,9491.4,19.41,229473.58
9513,4589,4045,52,1743.82,15.39,76723.2
9514,7539,1893,76,2854.12,12.42,189972.51
9515,7047,4445,73,4548.5,14.17,284990.36
9516,6270,2302,82,9258.7,29.26,537067.56
9517,4897,509,44,8694.3,15.05,324975.55
9518,8947,1412,55,5658.53,22.17,242221.86
9519,6837,2075,62,4515.94,22.03,218306.86
9520,4778,2161,81,2930.4,24.14,180063.12
9521,3451,1557,34,9795.18,2.97,323144.95
9522,1550,3735,2,2386.67,27.41,3464.97
9523,4636,1017,2,562.7,6.0,1057.88
9524,3615,1771,29,6016.44,5.33,165177.15
9525,8703,158,2,2541.97,25.13,3806.35
9526,7978,2948,10,2856.88,13.85,24612.02
9527,1939,3399,2,1065.98,2.75,2073.33
9528,470,3002,66,6732.83,2.38,433790.85
9529,6552,548,56,8092.98,1.76,445230.44
9530,6950,3446,12,2092.25,21.74,19648.74
9531,5320,4461,42,1069.81,29.16,31829.84
9532,1858,1623,83,2408.62,3.47,192978.39
9533,610,1163,51,9165.51,13.09,406252.98
9534,1895,848,53,4873.18,11.05,229738.76
9535,63,1258,39,3848.71,21.94,117167.82
9536,603,4816,88,1411.99,10.69,110972.25
9537,8169,2616,82,4108.69,9.58,304636.35
9538,411,2102,19,3752.51,4.52,68075.03
9539,608,1639,69,3265.97,11.39,199684.35
9540,3729,2562,10,3078.75,1.75,30248.72
9541,3485,4675,7,3911.72,18.31,22368.39
9542,1362,96,41,2992.31,22.54,95031.58
9543,7294,1789,5,6671.0,3.58,32160.89
9544,905,4435,1,1949.71,5.75,1837.6
9545,2392,3720,42,2388.15,20.48,79760.39
9546,5339,4985,52,4284.28,1.18,220153.73
9547,5887,3118,7,8077.56,0.05,56514.65
9548,5394,4711,5,2310.64,7.73,10660.14
9549,3553,3313,41,1608.91,13.15,57290.87
9550,1258,4820,87,5364.55,29.36,329688.08
