id,company_name,industry,website,phone,address,city,country,postal_code,assigned_to,status
2928,ИП «Молчанова»,Education,www.rao.com,8 882 379 7538,"пр. Крупской, д. 2/1 к. 747",г. Ведено,Сенегал,572236,748c2a48-973d-474d-8b58-6181ae2d41fb,Lead
2929,АО «Сазонов»,Manufacturing,www.npo.com,+7 271 834 40 46,"пер. Монтажников, д. 4",д. Улан-Удэ,Украина,384509,326fef3f-8a26-4a01-9085-13fb37483e01,Lead
2930,Вольво Восток (AB Volvo),Consulting,www.ooo.biz,+7 (610) 555-0377,"пер. Фабричный, д. 4 к. 7/6",с. Макушино,Бразилия,754596,ad7065d6-1d8b-464a-843f-bd7a4c9f3ec1,Prospect
2931,Лапин Групп,Healthcare,www.ooo.info,+7 269 027 07 65,"наб. Элеваторная, д. 324",д. Тихорецк,США,884854,ddf4e884-2190-4d01-bf3a-6d16bad7c372,Inactive
2932,"НПО «Панфилова, Котов и Князева»",Construction,www.stepanova.com,+7 340 404 83 95,"пр. Р.Люксембург, д. 3/5",п. Лабинск,Гамбия,309065,680551ba-1c0f-4ab2-a55a-da49832494b0,Inactive
2933,"ООО «Орлова, Соловьева и Журавлева»",Energy,www.ao.com,+78077780724,"пер. Ручейный, д. 18",г. Шелехов,Барбадос,596091,1d64c1c8-d0af-4367-95f1-a38458985cd6,Active
2934,РАО «Быкова Мясников»,Energy,www.rao.ru,83048298457,"алл. Приозерная, д. 66",к. Ахтубинск,Сан-Томе и Принсипи,613971,162b6fad-d086-44a9-b3cc-831df164d260,Active
2935,"ЗАО «Беляев, Васильева и Буров»",Healthcare,www.ao.net,8 (967) 717-49-06,"ш. Фестивальное, д. 40 стр. 5/7",клх Смирных,Руанда,431755,e7bac3a7-46a7-4402-bc9c-9beb5573ef92,Prospect
2936,ТЭК СПБ,Energy,www.kazakov.org,+7 238 338 1540,"ш. Физкультурное, д. 52",д. Южно-Курильск,Лаос,727146,c701b146-51f6-48cb-880c-2900c6b708ee,Inactive
2937,Кари,Logistics,www.npo.org,+7 830 899 4084,"пер. Сосновый, д. 3/4 стр. 5",д. Нягань,Пакистан,254287,1b0ddc6a-e5ab-4b01-95b0-c8e798fa2c50,Prospect
2938,ИП «Филиппов»,Construction,www.rao.net,+78446840823,"наб. Красноармейская, д. 4/8 к. 10",ст. Кропоткин (Краснод.),Йемен,302867,706b2b58-712e-4e13-bf6d-02bf92eacd48,Active
2939,ОАО «Кононова»,Healthcare,www.ip.net,8 (188) 947-43-37,"пер. Бабушкина, д. 8/9",к. Кропоткин (Краснод.),Коморы,150227,6fd9ce98-d88e-4e3a-8490-c8c2c6068c53,Prospect
2940,НПО «Коновалов»,Energy,www.astellas.biz,8 (965) 529-62-68,"бул. Почтовый, д. 7",п. Кущевская,Молдавия,984391,14153a97-07db-4aba-9926-35f1fa8181e5,Inactive
2941,АФК Система,Consulting,www.oao.org,8 518 332 1996,"алл. Тепличная, д. 2 стр. 1/4",г. Элиста,Сьерра-Леоне,218613,ab4cd38b-68aa-4c56-9227-3e295d3ac7e2,Lead
2942,АСЦ-Холдинг,Finance,www.oao.biz,+7 688 724 4016,"алл. Мирная, д. 73 стр. 8/4",к. Ясный (Оренб.),Чад,118756,6147fcda-5527-4f1c-8387-12a048a0dbe6,Lead
2943,ЗАО «Егорова Ситникова»,Consulting,www.toota.edu,8 (553) 120-99-58,"наб. Звездная, д. 1/3",ст. Усть-Кулом,Науру,370312,ca32c20b-5b70-4044-b0a4-f83b7b00a452,Lead
2944,ЗАО «Егоров-Быков»,Finance,www.kulikova.com,8 (563) 941-9873,"алл. Морозова, д. 46",г. Октябрьский (Башк.),Камерун,572321,24dc5785-c24a-48ec-8b83-3d49cf89a60b,Inactive
2945,"РАО «Кузьмин, Комаров и Тихонова»",Finance,www.koshelev.biz,84172610948,"бул. Цветочный, д. 62 стр. 1/6",к. Якша,Парагвай,840084,1ab0d7d5-7576-4cc4-81e4-3b38a2f62c3d,Inactive
2946,АО «Рожкова-Блинова»,Retail,www.ip.ru,+7 583 372 96 71,"наб. Грибоедова, д. 4/4 стр. 2",с. Новый Оскол,Япония,577673,3bb6d902-d316-418d-bdb4-8e8390ae2d6e,Active
2947,Зыкова и партнеры,Energy,www.oao.info,8 (276) 936-33-12,"бул. Высотный, д. 10",ст. Каневская,Италия,384172,2ff8a24f-f2cc-47e0-b7ce-4d3a137db258,Prospect
2948,ОАО «Артемьев»,Retail,www.ao.net,87096271226,"пер. Орловский, д. 1/3",клх Каргополь,Лесото,971210,8aa884a6-4838-4786-9321-9842cd5a6452,Active
2949,"НПО «Якушев, Макаров и Поляков»",Manufacturing,www.ip.ru,8 026 198 53 94,"пер. Тюленина, д. 6/4",ст. Истра,Панама,107670,a4e082d1-1daf-45ee-a16e-b7dd1d2c64de,Prospect
2950,Красильникова и партнеры,Education,www.ip.net,8 (494) 218-04-11,"пер. Угольный, д. 300 стр. 3",д. Мурманск,Узбекистан,403590,fb404b39-a714-40f6-b577-aa99c9693126,Prospect
2951,НПО «Давыдов-Блохина»,Retail,www.rao.net,8 913 243 8391,"пер. Гоголя, д. 8/2",п. Нефтекамск,Люксембург,549274,6cdfbfb7-dbca-4efe-a03f-be390f6a4647,Active
2952,АО «Шашкова Стрелкова»,Finance,www.ooo.org,+75593477562,"пр. Пограничный, д. 79 стр. 1/3",к. Бузулук,Мальта,407278,de533e47-7160-4cbe-bc90-e7d7769b94e6,Prospect
2953,Калашникова Инкорпорэйтед,Manufacturing,www.ao.info,+74172621094,"ул. Огородная, д. 20 к. 88",ст. Омск,Нигерия,699475,11e67c73-6b50-41b1-9ca9-69cbd5f12bcc,Lead
2954,АСР-Углесбыт,Healthcare,www.rao.biz,+7 161 807 73 55,"пер. Геологов, д. 31 стр. 21",г. Псебай,Багамские Острова,424875,e62ff463-11e4-4869-97c0-b83fc951c5b2,Prospect
2955,"ЗАО «Александров, Дмитриев и Мартынов»",Construction,www.oao.biz,8 158 112 97 61,"пр. Братский, д. 75",г. Рославль,Гватемала,471764,f1b4b5ce-1a2a-45c2-8cc6-3bfc6b7e13dc,Active
2956,"НПО «Архипов, Сафонова и Уваров»",Finance,www.zao.edu,84799135695,"пр. Гвардейский, д. 702 стр. 95",клх Обнинск,Кения,805506,b60ad4be-9278-4a2b-affd-fd3574e6863c,Inactive
2957,ИП «Моисеев Силина»,Consulting,www.ip.biz,+7 (561) 528-0373,"бул. Придорожный, д. 5 к. 1/3",д. Зеленогорск (Ленин.),Гвинея,372138,f53ba7b3-c300-4bd9-b8a9-f87c175403ac,Active
2958,НПО «Пономарев-Авдеева»,IT,www.ooo.edu,8 (442) 486-06-14,"ш. Элеваторное, д. 972 к. 7",п. Сузун,Сан-Томе и Принсипи,323919,30a703a5-7562-439c-8cc3-107388498509,Inactive
2959,ОАО «Лебедев Ермакова»,Logistics,www.ip.info,+7 (826) 121-86-19,"алл. Космонавтов, д. 7",ст. Снежинск,Гвинея,898974,bf06e07d-1198-48fb-bdf1-12281b3dc7d7,Active
2960,ИП «Тимофеева Кошелев»,Retail,www.dementev.com,8 321 116 08 26,"ул. Максима Горького, д. 3",с. Усть-Джегута,Иордания,007549,9ec9eeab-3e3a-40f4-86a4-6681cb02f57f,Lead
2961,ООО «Овчинникова Казакова»,Energy,www.zao.net,8 (180) 301-20-61,"бул. Учительский, д. 72 к. 489",г. Мирный,Чехия,634117,6561c367-88b9-480f-ae11-f75e5d5497c1,Inactive
2962,Ростсельмаш,Manufacturing,www.kozlov.biz,+76532258007,"бул. Подстанция, д. 990 стр. 3",клх Кош-Агач,Босния и Герцеговина,203036,7d1c45b2-ff6f-48a9-a689-fd6e1dd821ce,Active
2963,Петухова и партнеры,Energy,www.ooo.biz,+72500522156,"бул. Снежный, д. 841 к. 7",ст. Томари,Доминиканская Республика,393366,4811bf4b-074e-41c4-8d24-edd809da1828,Inactive
2964,Зыков Инкорпорэйтед,Manufacturing,www.ip.org,8 (323) 657-50-11,"наб. Карла Либкнехта, д. 2 к. 7/8",с. Подольск,Ливия,282017,5d89668a-9971-4eb7-b1d1-0f9cda7dff34,Prospect
2965,Максидом,Energy,www.ooo.info,+7 791 416 08 42,"ш. Кутузова, д. 331",д. Черусти,Вьетнам,308020,326fef3f-8a26-4a01-9085-13fb37483e01,Active
2966,"ЗАО «Орехова, Гордеев и Харитонов»",Logistics,www.ooo.info,+7 853 345 7023,"алл. Кольцевая, д. 2",с. Южно-Курильск,Ирак,658364,1d64c1c8-d0af-4367-95f1-a38458985cd6,Prospect
2967,Колобова Лимитед,Finance,www.seliverstov.info,8 916 022 8554,"ш. Ростовское, д. 354 стр. 9/9",ст. Тутончаны,Уганда,327595,de533e47-7160-4cbe-bc90-e7d7769b94e6,Inactive
2968,РАО «Титов Крюков»,Education,www.ip.biz,+7 046 696 1801,"наб. Островского, д. 5/9",к. Находка,Ботсвана,831259,e7bac3a7-46a7-4402-bc9c-9beb5573ef92,Active
2969,НПО «Зайцева Власова»,Construction,www.rostselmash.org,+7 (246) 025-4985,"ш. Докучаева, д. 76 к. 57",п. Апрелевка,Марокко,667739,2ff8a24f-f2cc-47e0-b7ce-4d3a137db258,Active
2970,"ОАО «Ермакова, Русакова и Воробьева»",Energy,www.ip.edu,83137523932,"ул. Советов, д. 17",д. Тосно,ОАЭ,717132,235fe186-a0f9-4571-9586-7ef9607dcfb9,Lead
2971,ООО «Рыбакова-Лыткин»,Energy,www.ip.info,+7 229 958 25 65,"пер. Запорожский, д. 4/3 к. 8/7",д. Пятигорск,Египет,962930,4e7190e1-758f-4dd1-8536-79cded9adfcf,Inactive
2972,АФК Система,Energy,www.ip.net,8 631 442 12 90,"ш. З.Космодемьянской, д. 9/5",с. Октябрьское (Челяб.),Восточный Тимор,649421,aa64caf3-db10-44d4-aeff-6da4553c7b84,Active
2973,ООО «Денисов Вишняков»,Construction,www.npo.net,+7 (081) 903-16-50,"ул. Невского, д. 384",г. Кисловодск,Вьетнам,578764,17201ad5-fd5c-4bc2-9e0a-f2980340e12e,Lead
2974,РАО «Фролова-Крюков»,Healthcare,www.ip.net,8 971 134 78 05,"пер. Азовский, д. 52 к. 7","п. Москва, МГУ",Багамские Острова,569852,4b005064-535a-4936-bd7f-a59a25eabb37,Inactive
2975,ЗАО «Колобова-Виноградова»,Manufacturing,www.ao.biz,+7 (948) 567-62-50,"алл. Астраханская, д. 61 стр. 5",с. Карабудахкент,Папуа,665481,f12d392d-307e-4d38-816c-51a68f765432,Prospect
2976,"ООО «Архипова, Галкин и Николаев»",Construction,www.avgust.org,8 (655) 075-2020,"бул. Плеханова, д. 3/9 стр. 81",п. Касимов,Мьянма,351718,54bfa54b-6025-467b-aa7f-d368d674b282,Active
2977,Мишлен (Michelin),Energy,www.ooo.com,8 018 025 29 54,"пр. Социалистический, д. 43",г. Юрюзань,Дания,111645,326fef3f-8a26-4a01-9085-13fb37483e01,Prospect
2978,Рожков и партнеры,Construction,www.ao.net,8 830 947 92 68,"алл. Красноярская, д. 72 к. 6/1",клх Эльтон,Бенин,478406,6561c367-88b9-480f-ae11-f75e5d5497c1,Inactive
2979,ЗАО «Громова»,Energy,www.171.net,8 (219) 149-29-73,"бул. Чайковского, д. 2",г. Воронеж,Китай,737299,8aa884a6-4838-4786-9321-9842cd5a6452,Lead
2980,Тимофеева Групп,Education,www.npo.biz,+7 (342) 339-4071,"пер. Ангарский, д. 576 к. 64",ст. Ребриха,Армения,976875,6cdfbfb7-dbca-4efe-a03f-be390f6a4647,Lead
2981,АО «Андреева-Бобров»,Education,www.rao.ru,8 894 325 13 46,"бул. Суворова, д. 4/7",д. Анадырь,Парагвай,917311,25139f58-6602-44c9-b0d7-6bcfcad533c1,Inactive
2982,Соболева Лтд,Logistics,www.zao.net,+7 (982) 281-66-60,"наб. Севастопольская, д. 99 к. 4/4",ст. Ясный (Оренб.),Кения,169404,36d95212-c89f-49e4-a95d-e46b2c675450,Lead
2983,АО «Давыдов-Стрелков»,Education,www.npo.net,8 (460) 619-7851,"ш. Красное, д. 638 стр. 5",г. Лабытнанги,Швеция,812250,f13f445b-657d-454e-9b07-e385cb8ff100,Prospect
2984,"ЗАО «Соловьева, Тарасова и Гущин»",Logistics,www.rao.edu,+7 (252) 786-29-05,"ш. Крымское, д. 4",д. Сыктывкар,Нигер,624813,0ee26f16-e4be-4d6c-8ebd-870057ec76cb,Lead
2985,ИП «Тарасов Мамонтов»,Retail,www.t.com,8 182 529 2952,"пер. Полевой, д. 5 к. 9",к. Енисейск,Азербайджан,932041,6561c367-88b9-480f-ae11-f75e5d5497c1,Lead
2986,Интернешнл Пейпер (International Paper),Energy,www.npo.org,8 601 652 3795,"пер. Олимпийский, д. 9 стр. 8/7",г. Ведено,Шри-Ланка,307227,0ee26f16-e4be-4d6c-8ebd-870057ec76cb,Prospect
2987,"АО «Тихонов, Селезнев и Доронина»",Energy,www.samolov.net,+7 571 422 1153,"наб. Краснопартизанская, д. 1 стр. 8/7",ст. Озеры,Гана,114001,9b92a97c-3d01-4c0f-aedb-89585e98103f,Inactive
2988,ИП «Ширяев Комиссарова»,Manufacturing,www.oao.info,8 033 448 88 28,"алл. Снежная, д. 522",ст. Рославль,Вануату,202548,fda266d3-8f04-4aac-b9cf-0070e57b1e05,Prospect
2989,"ЗАО «Лаврентьева, Хохлова и Лазарева»",Healthcare,www.ao.net,80799350612,"пр. Привольный, д. 357 к. 4",п. Касимов,Гайана,479210,f945d903-b6be-4943-a56b-1c7742941d83,Lead
2990,АО «Мясникова»,Education,www.gk.net,8 (064) 235-7481,"пер. Войкова, д. 117 к. 1",к. Ведено,Малайзия,720760,1fea1f3c-e651-494c-b77e-ecc442f78396,Prospect
2991,ООО «Силин»,Healthcare,www.rao.biz,+78742873760,"бул. Ключевой, д. 4 стр. 4",ст. Лабинск,Сан-Марино,130655,9b92a97c-3d01-4c0f-aedb-89585e98103f,Inactive
2992,НПО «Захарова-Овчинников»,Healthcare,www.borisova.net,+7 274 046 26 78,"алл. Моховая, д. 1/2",д. Партизанск,Коста-Рика,403312,05c01860-314c-48b2-a11f-0efb2cbcc845,Prospect
2993,Ситникова Инкорпорэйтед,Logistics,www.maslov.info,+7 908 557 06 31,"бул. Леваневского, д. 66 стр. 581",ст. Усть-Камчатск,Мозамбик,641409,91c50326-d6a0-425b-9de3-0a9f485c3897,Inactive
2994,ЗАО «Волков»,Consulting,www.oao.biz,+7 635 392 9304,"алл. Механическая, д. 9/3 к. 5",клх Тутончаны,Ангола,272714,ebd3241d-88c2-43e1-a5bc-c9067fe59507,Active
2995,ЗАО «Юдина Князев»,Healthcare,www.pahomov.net,80253921793,"бул. Союзный, д. 9",г. Подольск,Кувейт,295765,ebd3241d-88c2-43e1-a5bc-c9067fe59507,Active
2996,АО «Носов»,Manufacturing,www.npo.org,+7 (501) 053-0719,"пер. 70 лет Октября, д. 483",с. Пушкинские Горы,Джибути,568393,3f0d11cf-3387-4219-a699-7a6547a8379f,Active
2997,РАО «Никонов Гордеев»,Retail,www.ooo.org,8 (997) 947-22-21,"бул. Медицинский, д. 80 к. 6/9",с. Кисловодск,Камерун,887254,aa64caf3-db10-44d4-aeff-6da4553c7b84,Lead
2998,ИП «Зиновьева Галкина»,Manufacturing,www.npo.biz,86363105046,"пер. Ясный, д. 5/6",п. Кирово-Чепецк,Черногория,436831,fe2d484a-5fcd-478c-90a6-976604a12fe8,Prospect
2999,ЗАО «Моисеев-Кудрявцев»,Logistics,www.zao.info,+7 (517) 276-56-57,"ш. Специалистов, д. 8/6",клх Адыгейск,Кот-д’Ивуар,729271,680551ba-1c0f-4ab2-a55a-da49832494b0,Lead
3000,"ЗАО «Родионов, Исаева и Лобанов»",Retail,www.oao.edu,+79373685659,"наб. Советской Армии, д. 55 к. 4",клх Нижний Новгород,Великобритания,819730,f945d903-b6be-4943-a56b-1c7742941d83,Inactive
3001,ЗАО «Иванов»,Education,www.ip.org,8 355 097 43 83,"бул. Труда, д. 4/7",с. Игнашино,Австрия,822304,2ff8a24f-f2cc-47e0-b7ce-4d3a137db258,Inactive
3002,"ООО «Киселев, Крылов и Григорьева»",Manufacturing,www.simonov.info,8 736 216 0537,"бул. Блюхера, д. 510 к. 1/8",клх Асбест,Узбекистан,506857,8ca8eeeb-61c3-4ffa-b16b-e0372b50073f,Active
3003,Боброва Групп,Construction,www.ooo.info,+73402687705,"ул. Трудовая, д. 99 к. 813",п. Троицк (Челяб.),Узбекистан,161740,706b2b58-712e-4e13-bf6d-02bf92eacd48,Inactive
3004,"ОАО «Макаров, Горшков и Рябов»",Energy,www.ip.biz,8 (371) 990-09-12,"бул. Волгоградский, д. 32 к. 3/2",ст. Абакан,Лаос,132357,e62ff463-11e4-4869-97c0-b83fc951c5b2,Lead
3005,АО «Журавлева»,Construction,www.npo.edu,82363265478,"наб. Курчатова, д. 8/3 стр. 3",клх Тутончаны,Монако,553916,5067ee53-7118-43de-a30e-0d947418b0b0,Prospect
3006,ОАО «Назарова-Орлов»,Construction,www.zao.org,8 (666) 730-96-76,"пр. Тамбовский, д. 5/9 стр. 2/5",ст. Завьялиха,Украина,344917,b78ca4cc-a13b-4c3c-81f9-b6329a7f6c17,Lead
3007,АО «Турова»,Healthcare,www.npo.ru,+7 (016) 651-46-21,"пер. Сурикова, д. 3/9 к. 1/2",с. Холмогоры,Оман,390890,c2eee187-c3cb-488a-8247-980b7b483275,Lead
3008,ИП «Данилов»,Finance,www.rao.edu,83330507377,"пер. Путевой, д. 216 стр. 50",клх Далматово,Австралия,214549,9ec9eeab-3e3a-40f4-86a4-6681cb02f57f,Prospect
3009,"ООО «Маслова, Суханов и Нестерова»",Manufacturing,www.npo.edu,8 125 623 83 16,"пр. Красногвардейский, д. 4 к. 7/1",к. Долинск,Соломоновы Острова,100853,6cdfbfb7-dbca-4efe-a03f-be390f6a4647,Active
3010,Чернов Лтд,Retail,www.ooo.com,+77535117672,"алл. Радищева, д. 8",ст. Павловская,Гамбия,831198,f13f445b-657d-454e-9b07-e385cb8ff100,Inactive
3011,ВкусВилл,Manufacturing,www.gruppa.edu,+7 (025) 153-11-42,"наб. Советов, д. 250",п. Владивосток,Колумбия,233627,2ff8a24f-f2cc-47e0-b7ce-4d3a137db258,Active
3012,Детский мир,Construction,www.zao.biz,+77836407946,"наб. Речная, д. 7 стр. 4",ст. Иркутск,Болгария,485679,f0445761-f8ea-4d17-840b-8abde2c14d9c,Lead
3013,"РАО «Пестова, Петухов и Сорокин»",Consulting,www.rao.ru,+76065812507,"пр. Матросова, д. 4",г. Горячий Ключ,Ботсвана,045281,e7bac3a7-46a7-4402-bc9c-9beb5573ef92,Active
3014,ЗАО «Смирнова»,Construction,www.ao.com,8 (240) 431-5626,"пер. Бажова, д. 95",с. Осташков,Сейшельские Острова,019978,53954df3-04e4-48a9-a745-976bd512e029,Active
3015,ОАО «Миронов Самсонова»,Education,www.djachkov.org,8 (243) 505-18-69,"пер. Угловой, д. 8/4 стр. 7",д. Усть-Камчатск,Гайана,076511,1fea1f3c-e651-494c-b77e-ecc442f78396,Active
3016,ОАО «Блохина Ефимов»,Education,www.miheev.ru,+7 016 823 55 43,"пер. Донской, д. 3/3 стр. 9",к. Пермь,Багамские Острова,898138,333a683f-b1b4-463c-9b99-2cd3bd395531,Prospect
3017,ЗАО «Игнатов Веселов»,Finance,www.oao.net,8 (792) 123-5783,"пр. Ручейный, д. 8/9 стр. 446",д. Бодайбо,Китай,263758,fda266d3-8f04-4aac-b9cf-0070e57b1e05,Inactive
3018,"ОАО «Кузнецова, Тетерина и Боброва»",Manufacturing,www.lukol.com,85028156072,"ш. 8 Марта, д. 40 стр. 5/4",п. Лысьва,Сингапур,484890,24dc5785-c24a-48ec-8b83-3d49cf89a60b,Lead
3019,Коновалов Лтд,Education,www.rao.net,+7 813 140 6064,"пер. Крестьянский, д. 9",д. Тулпан,Палау,999435,0ee26f16-e4be-4d6c-8ebd-870057ec76cb,Active
3020,Абрамова и партнеры,IT,www.npo.net,8 (388) 894-1430,"пр. Карла Маркса, д. 9/8 к. 5/6",с. Быково (метеост.),Испания,289245,f945d903-b6be-4943-a56b-1c7742941d83,Active
3021,"ОАО «Тимофеева, Шарапов и Васильев»",Energy,www.zao.net,+7 486 789 7510,"ул. Казанская, д. 90",г. Урус-Мартан,Мадагаскар,614907,748c2a48-973d-474d-8b58-6181ae2d41fb,Lead
3022,ЗАО «Соловьев»,IT,www.ip.ru,+7 (025) 236-95-26,"наб. Амурская, д. 8 к. 898",к. Моздок,Вьетнам,087998,1b0ddc6a-e5ab-4b01-95b0-c8e798fa2c50,Lead
3023,Чернова Инкорпорэйтед,Retail,www.zao.ru,81654518523,"алл. Жукова, д. 41 к. 598",п. Элиста,Монголия,426206,c2eee187-c3cb-488a-8247-980b7b483275,Inactive
3024,Селиверстов Инк,Logistics,www.ooo.com,8 (974) 540-9437,"наб. Папанина, д. 256 к. 9",д. Карпинск,Таиланд,882385,e62ff463-11e4-4869-97c0-b83fc951c5b2,Prospect
3025,"ИП «Некрасов, Юдина и Макаров»",Education,www.zao.ru,+7 (646) 564-9252,"пр. Тракторный, д. 208 к. 2/7",ст. Аршан (Бурят.),Австрия,029858,e3eb59c7-bcee-4c32-8968-34f4630b5d3b,Active
3026,Ершова Инкорпорэйтед,Finance,www.rao.com,+7 737 058 8708,"ш. Таежное, д. 7 к. 2",к. Тула,Уганда,326536,39dd5b71-1690-4156-80cc-027a0c8f1450,Lead
3027,РАО «Агафонова Архипов»,IT,www.aston.info,8 (537) 481-13-51,"наб. Геологов, д. 9/1 к. 56",п. Октябрьский (Башк.),КНДР,747477,ab4cd38b-68aa-4c56-9227-3e295d3ac7e2,Active
3028,Веселова Групп,Energy,www.ooo.biz,8 (555) 427-41-22,"ул. Средняя, д. 9 стр. 656",г. Хабаровск,Маршалловы Острова,484496,e3eb59c7-bcee-4c32-8968-34f4630b5d3b,Prospect
3029,Молчанов и партнеры,IT,www.oao.org,+7 522 282 14 09,"ул. Бабушкина, д. 9 к. 1/9",клх Шатки,Джибути,850664,7a5855bf-13e1-405f-8ef9-3ec8bf65c1df,Lead
3030,Трансмашхолдинг,Retail,www.tihonov.com,+7 (091) 390-41-11,"ул. Техническая, д. 2",ст. Билибино,Марокко,421632,ca32c20b-5b70-4044-b0a4-f83b7b00a452,Prospect
3031,НОВАТЭК,Energy,www.ooo.com,+7 (208) 345-18-75,"ш. Чайковского, д. 131 стр. 2",клх Калуга,Доминиканская Республика,333686,377e6772-9e1c-4b21-9a6c-6d98a8850f36,Inactive
3032,"НПО «Гусев, Самсонова и Крюков»",Construction,www.ooo.net,+7 (645) 407-9523,"пр. Красный, д. 79",ст. Забайкальск,Гана,043027,cad0bf9d-0ecb-4321-9002-4129a26d0cc6,Lead
3033,РАО «Воронцов Тимофеев»,Retail,www.oao.org,+7 467 203 4299,"ул. Ленина, д. 9/5 стр. 348",п. Волхов,Мальта,643416,a4e082d1-1daf-45ee-a16e-b7dd1d2c64de,Prospect
3034,ИП «Кондратьев-Ефимова»,Healthcare,www.npo.org,+7 (391) 681-99-43,"ул. Мусы Джалиля, д. 4/5 стр. 2",ст. Сергиев Посад,Пакистан,235016,a4e082d1-1daf-45ee-a16e-b7dd1d2c64de,Prospect
3035,Архипов Лимитед,Manufacturing,www.kvadra.edu,+7 (452) 870-08-33,"ш. Хвойное, д. 7 к. 2",ст. Кизел,Эфиопия,029636,62c08ecb-e215-42fd-bd0f-cf7238df9127,Lead
3036,НПО «Дорофеев-Власова»,Logistics,www.ip.net,+7 (658) 806-31-53,"пр. Камский, д. 795",с. Можайск,Коморы,333581,1d64c1c8-d0af-4367-95f1-a38458985cd6,Prospect
3037,РАО «Бобылев»,IT,www.rosneft.biz,+74030375119,"ш. Чайковского, д. 969 к. 64",клх Апатиты,Боливия,770925,62c08ecb-e215-42fd-bd0f-cf7238df9127,Lead
3038,ИП «Логинова-Симонова»,Construction,www.pahomov.com,8 (604) 322-50-01,"пер. Песчаный, д. 9",клх Усть-Джегута,Северная Македония,875145,2ff8a24f-f2cc-47e0-b7ce-4d3a137db258,Prospect
3039,Шарапова Лтд,Energy,www.ip.biz,82955865712,"ул. Циолковского, д. 125 стр. 5",ст. Якутск,Панама,666022,bf06e07d-1198-48fb-bdf1-12281b3dc7d7,Inactive
3040,РАО «Одинцова»,Construction,www.npo.edu,+7 260 727 6516,"ул. Транспортная, д. 388 к. 8/2",к. Камышин,Бразилия,668127,326fef3f-8a26-4a01-9085-13fb37483e01,Active
3041,ИП «Куликов»,Construction,www.rao.info,+7 (355) 763-49-21,"наб. Ушакова, д. 7",с. Белокуриха,Доминиканская Республика,817248,05c01860-314c-48b2-a11f-0efb2cbcc845,Inactive
3042,"ООО «Лобанова, Молчанов и Колесников»",Healthcare,www.oao.edu,8 (117) 738-30-76,"бул. Воровского, д. 48",д. Балашиха,Бразилия,225012,f1b4b5ce-1a2a-45c2-8cc6-3bfc6b7e13dc,Prospect
3043,Козлов и партнеры,Energy,www.petuhov.org,+77463462581,"ш. Союзное, д. 768 стр. 44",д. Тымовское,Никарагуа,911336,17201ad5-fd5c-4bc2-9e0a-f2980340e12e,Active
3044,"РАО «Куликова, Гуляев и Герасимов»",Construction,www.tomskneft.ru,88318927254,"пер. Московский, д. 8",п. Нурлат,Германия,993635,462ef563-75dc-4638-baeb-5d7ca6835ef2,Prospect
3045,ЗАО «Федосеев»,Energy,www.oao.edu,80120940246,"алл. Цветочная, д. 6",с. Челюскин,Бутан,637819,cc5244ad-e232-4726-a741-c386676a3d4d,Lead
3046,Байер,Manufacturing,www.rao.info,8 (945) 149-5806,"пер. Павлика Морозова, д. 910",клх Асино,Либерия,893811,0a34abba-933b-46ad-83e7-26827392c528,Inactive
3047,"АО «Чернова, Павлова и Жуков»",Retail,www.rao.info,+7 (440) 330-5608,"ул. Бригадная, д. 1 к. 17",клх Бугульма,Гвинея,408150,e569374f-f830-4eca-a925-9b070e452822,Active
3048,ИП «Иванова»,Education,www.turov.edu,+76190068348,"ул. Молодежная, д. 69 к. 9",г. Шатой,Болгария,840755,cc5244ad-e232-4726-a741-c386676a3d4d,Prospect
3049,"ЗАО «Ильина, Никитина и Киселев»",Education,www.oao.net,8 (769) 713-4855,"ул. Коммунальная, д. 48",с. Азов (Рост.),Ирландия,544671,1d64c1c8-d0af-4367-95f1-a38458985cd6,Prospect
3050,ИП «Николаев»,IT,www.zao.ru,8 (401) 069-93-77,"алл. Механизаторов, д. 94 к. 7/5",клх Энгельс,Руанда,232504,53954df3-04e4-48a9-a745-976bd512e029,Prospect
3051,ОАО «Агафонов-Комарова»,Retail,www.rao.ru,8 718 218 2082,"алл. 1 Мая, д. 73 стр. 10",клх Жуковский,Азербайджан,364072,25139f58-6602-44c9-b0d7-6bcfcad533c1,Active
3052,"ЗАО «Власова, Селезнев и Тарасова»",Finance,www.dns.org,8 (762) 528-38-06,"ш. Л.Толстого, д. 24 стр. 68",г. Кунгур,Мадагаскар,779873,24dc5785-c24a-48ec-8b83-3d49cf89a60b,Active
3053,АО «Ковалева»,Construction,www.ooo.ru,8 836 979 0850,"ул. Прохладная, д. 1",г. Аргаяш,Марокко,003909,8aa884a6-4838-4786-9321-9842cd5a6452,Prospect
3054,НПО «Гришина-Ковалев»,Construction,www.petroleum.biz,+7 (699) 050-83-88,"наб. З.Космодемьянской, д. 498",клх Мурманск,Намибия,761785,41dcf8fa-ac65-4d48-bf21-af60d5f41514,Inactive
3055,"АО «Семенова, Комиссаров и Мясникова»",Energy,www.rao.com,+72932898493,"ш. Заливное, д. 74 стр. 95",п. Льгов,Турция,397805,91c50326-d6a0-425b-9de3-0a9f485c3897,Prospect
